chrom	merged_gene1k.start	merged_gene1k.end	name2
chr15	78604565	78634472	Card10
chr15	78672076	78682332	Cdc42ep1
chr15	78680289	78686959	Lgals2
chr15	78706619	78726015	Gga1
chr15	78721269	78723343	Mir6955
chr15	78729197	78743482	Sh3bp1
chr15	78743348	78750947	Pdxp
chr15	78756154	78761895	Lgals1
chr15	78764362	78773340	Nol12
chr15	78777153	78837299	Triobp
chr15	78824384	78842471	Gm10865
chr15	78831652	78833714	Mir6956
chr15	78857641	78861930	H1f0
chr15	78860303	78873961	Gcat
chr15	78871314	78874988	Galr3
chr15	78882523	78894289	Ankrd54
chr15	78904652	78925830	Eif3l
chr15	78938412	78968331	Micall1
chr15	78964084	78972681	1700088E04Rik
chr15	78970754	78983204	Polr2f
chr15	78984342	78995920	Sox10
chr15	78995495	79047831	Gm10863
chr15	79058602	79080896	Pick1
chr15	79080445	79086178	Slc16a8
chr15	79087624	79116939	Baiap2l2
chr15	79115657	79159801	Pla2g6
chr15	79176050	79190506	Maff
chr15	79190113	79234733	Tmem184b
chr15	79204657	79206730	Mir1943
chr15	79247281	79273487	Csnk1e
chr15	79313143	79336671	Kcnj4
chr15	79345837	79359169	Kdelr3
chr15	79357125	79378171	Ddx17
chr15	79390927	79436539	Dmc1
chr15	79439005	79490386	Fam227a
chr15	79488656	79499090	Cby1
chr15	79500297	79504292	Tomm22
chr15	79503679	79519302	Josd1
chr15	79520325	79552909	Gtpbp1
chr15	79553497	79573966	Sun2
chr15	79572127	79588824	Gm16576
chr15	79590878	79605897	Dnal4
chr15	79615780	79636139	Nptxr
chr15	79615780	79665763	Npcd
chr15	79653327	79665763	Cbx6
chr15	79718961	79724568	D730005E14Rik
chr15	79721837	79739859	Apobec3
chr15	79745236	79764076	Cbx7
chr15	79825305	79846238	Pdgfb
chr15	79828399	79830456	Mir7213
chr15	79907210	79914836	Rpl3
chr15	79907932	79910009	Snord83b
chr15	79912288	79914336	Snord43
chr15	79920763	79950931	Syngr1
chr15	79962583	79993132	Tab1
chr15	80003150	80046949	Mgat3
chr15	80063509	80084801	Mief1
chr15	80084613	80088975	Atf4
chr15	80090043	80095736	Rps19bp1
chr15	80116667	80229722	Cacna1i
chr15	80281669	80391900	Enthd1
chr15	80402026	80484284	Grap2
chr15	80475502	80477566	Mir6957
chr15	80501276	80531855	Fam83f
chr15	80520454	80529040	A430088P11Rik
chr15	80540742	80772516	Tnrc6b
chr15	80769468	80771550	Mir5113
chr15	80777919	80802377	Adsl
chr15	80807194	80843720	Sgsm3
chr15	80841710	81022187	Mkl1
chr15	81020282	81024187	4930483J18Rik
chr15	81064928	81070394	Mchr1
chr15	81072083	81083292	8430426J06Rik
chr15	81148350	81192195	Slc25a17
chr15	81194473	81231124	St13
chr15	81229617	81286318	Xpnpep3
chr15	81236517	81239703	Dnajb7
chr15	81295745	81307799	Rbx1
chr15	81415643	81483507	Ep300
chr15	81493318	81519745	L3mbtl2
chr15	81515596	81528717	Chadl
chr15	81533677	81561349	Rangap1
chr15	81574277	81627699	Zc3h7b
chr15	81632102	81658293	Tef
chr15	81677699	81689756	Tob2
chr15	81693945	81703322	Phf5a
chr15	81701892	81746567	Aco2
chr15	81744459	81757643	Polr3h
chr15	81766188	81782371	Csdc2
chr15	81780535	81792360	Pmm1
chr15	81809969	81812993	1700029P11Rik
chr15	81821952	81847570	Desi1
chr15	81845798	81871514	Xrcc6
chr15	81870774	81879028	Nhp2l1
chr15	81888580	81897968	4930407I10Rik
chr15	81899546	81958244	Mei1
chr15	81957351	81973632	Ccdc134
chr15	81976698	82036390	Srebf2
chr15	82027551	82029620	Mir33
chr15	82036381	82044245	Shisa8
chr15	82051173	82055766	Tnfrsf13c
chr15	82063205	82076177	Cenpm
chr15	82081826	82092183	1500009C09Rik
chr15	82104364	82125872	Sept3
chr15	82128413	82145988	Wbp2nl
chr15	82158961	82170256	Naga
chr15	82170608	82177140	Fam109b
chr15	82175475	82180492	Smdt1
chr15	82179568	82185721	Ndufa6
chr15	82199956	82211690	Cyp2d22
chr15	82218583	82225452	Cyp2d11
chr15	82223348	82225408	Mir7684
chr15	82232275	82238624	Cyp2d10
chr15	82281806	82288257	Cyp2d9
chr15	82384527	82390843	Cyp2d12
chr15	82445394	82452337	Cyp2d34
chr15	82466179	82473475	Cyp2d13
chr15	82518179	82521488	Cyp2d37-ps
chr15	82589262	82595552	Cyp2d40
chr15	82619536	82625675	Cyp2d26
chr15	82638054	82743564	Tcf20
chr15	82719912	82729891	Tbrg3
chr15	82728509	82737246	Gm20324
chr15	82788647	82790726	Mir3080
chr15	82826165	82864827	Nfam1
chr15	82929634	82948101	Serhl
chr15	82945276	82954231	Rrp7a
chr15	82955407	82980766	Poldip3
chr15	82979074	82981224	Rnu12
chr15	82982931	83003638	Cyb5r3
chr15	83056151	83083204	A4galt
chr15	83129169	83181677	Arfgap3
chr15	83183276	83198727	1700001L05Rik
chr15	83205036	83296036	Pacsin2
chr15	83313198	83342337	Ttll1
chr15	83356291	83376065	Bik
chr15	83376226	83387141	Mcat
chr15	83393002	83405633	Tspo
chr15	83404523	83426587	Ttll12
chr15	83432012	83556469	Scube1
chr15	83609452	83689904	Mpped1
chr15	83696141	83896779	Efcab6
chr15	83905526	83937184	Sult4a1
chr15	83942050	83954605	Pnpla5
chr15	83997245	84020951	Pnpla3
chr15	83997699	83999807	Mir6392
chr15	84021662	84045733	Samm50
chr15	84061472	84147039	Parvb
chr15	84154149	84174408	Parvg
chr15	84208632	84278527	1810041L15Rik
chr15	84382827	84389253	Ldoc1l
chr15	84510427	84535103	Prr5
chr15	84544058	84551696	Gm20556
chr15	84549481	84603637	Arhgap8
chr15	84614805	84687559	Phf21b
chr15	84752857	84774393	Nup50
chr15	84775149	84819401	5031439G07Rik
chr15	84780955	84783053	Mir1249
chr15	84846570	84853990	Upk3a
chr15	84866491	84894260	Fam118a
chr15	84894118	84963387	Smc1b
chr15	84961528	84975999	Ribc2
chr15	84978683	84987562	Gm19277
chr15	85035437	85117724	Fbln1
chr15	85165810	85295266	Atxn10
chr15	85322165	85334657	7530416G11Rik
chr15	85364866	85413251	Wnt7b
chr15	85410571	85425138	AU022754
chr15	85533202	85538954	Lncppara
chr15	85536032	85538127	Mirlet7c-2
chr15	85536748	85538833	Mirlet7b
chr15	85564993	85638281	Ppara
chr15	85636401	85643127	Cdpf1
chr15	85644105	85653163	Pkdrej
chr15	85661733	85690252	Ttc38
chr15	85689136	85708003	Gtse1
chr15	85708756	85728823	Trmu
chr15	85728187	85865207	Celsr1
chr15	85887124	85969066	Gramd4
chr15	85968530	86017571	Cerk
chr15	86043888	86329933	Tbc1d22a
chr15	87373728	87590794	Fam19a5
chr15	87625279	87627373	Mir6393
chr15	88144303	88204081	B230214G05Rik
chr15	88429731	88433099	Zdhhc25
chr15	88516464	88565649	Brd1
chr15	88581140	88615946	Zbed4
chr15	88634672	88650748	Alg12
chr15	88649075	88658111	Creld2
chr15	88691623	88697156	Pim3
chr15	88743327	88785848	Ttll8
chr15	88785313	88809983	Mlc1
chr15	88812423	88886582	Mov10l1
chr15	88889155	88902337	Panx2
chr15	88900627	88907284	1810021B22Rik
chr15	88905493	88918505	Trabd
chr15	88918536	88931770	Selo
chr15	88928527	88954580	Tubgcp6
chr15	88952732	88960130	Hdac10
chr15	88960013	88972133	Mapk12
chr15	88971913	88981036	Mapk11
chr15	88984975	89012218	Plxnb2
chr15	88992277	88994338	Mir7118
chr15	89011642	89027905	Dennd6b
chr15	89014894	89016967	Mir6958
chr15	89040989	89117692	Ppp6r2
chr15	89117666	89146742	Sbf1
chr15	89135088	89137163	Mir6959
chr15	89152150	89156161	Adm2
chr15	89163903	89168438	Miox
chr15	89180434	89187090	Lmf2
chr15	89185149	89204281	Ncaph2
chr15	89201067	89205249	Sco2
chr15	89201361	89208468	Tymp
chr15	89206879	89210685	Odf3b
chr15	89216321	89220139	Klhdc7b
chr15	89219604	89241934	Syce3
chr15	89245835	89257293	Cpt1b
chr15	89245835	89261358	ChkbCpt1b
chr15	89255779	89261358	Chkb
chr15	89283341	89293878	Mapk8ip2
chr15	89301906	89308855	Arsa
chr15	89305682	89316281	C230037L18Rik
chr15	89329287	89391691	Shank3
chr15	89397756	89406016	Acr
chr15	89411957	89423354	Rabl2
chr15	89611823	89673291	Syt10
chr15	90053741	90061985	Alg10b
chr15	90053790	90055843	Mir7648
chr15	90316911	90510819	Cpne8
chr15	90720826	90729907	Spn-ps
chr15	90762705	90881382	Kif21a
chr15	90975301	91023238	Abcd2
chr15	91097121	91404692	Slc2a13
chr15	91502654	91647555	Lrrk2
chr15	91667756	91765986	Muc19
chr15	91667758	91692866	Smgc
chr15	91880595	92173398	Cntn1
chr15	92226240	92603250	Pdzrn4
chr15	93069172	93106515	Gxylt1
chr15	93113263	93168366	Yaf2
chr15	93215543	93229721	Zcrb1
chr15	93227780	93323343	Pphln1
chr15	93328544	93427322	Prickle1
chr15	93734286	93758542	9430014N10Rik
chr15	94076632	94087037	D630010B17Rik
chr15	94099593	94235781	Adamts20
chr15	94352070	94374938	Pus7l
chr15	94373090	94399747	Irak4
chr15	94407378	94421255	Twf1
chr15	94458615	94927528	Tmem117
chr15	94927052	94980749	LOC100043315
chr15	95048870	95359683	Nell2
chr15	95452993	95486202	Dbx2
chr15	95576677	95583022	Gm6961
chr15	95620273	95806903	Ano6
chr15	95881048	95910984	D030018L15Rik
chr15	96012230	96034901	Gm4371
chr15	96019904	96029405	2610037D02Rik
chr15	96061300	96086115	4833422M21Rik
chr15	96097994	96106706	E330033B04Rik
chr15	96116952	96236894	Arid2
chr15	96241128	96292274	Scaf11
chr15	96400848	96474344	Slc38a1
chr15	96516822	96531129	Slc38a2
chr15	96824253	96887387	Slc38a4
chr15	97073504	97078718	Amigo2
chr15	97076537	97217122	Pced1b
chr15	97504535	97537253	Rpap3
chr15	97540449	97562836	Endou
chr15	97574200	97599097	Rapgef3
chr15	97613795	97624123	Slc48a1
chr15	97622094	97675933	Hdac7
chr15	97683857	97739727	Vdr
chr15	97793659	97801717	Tmem106c
chr15	97805032	97836155	Col2a1
chr15	97868174	97925000	Senp1
chr15	97922019	97963878	Pfkm
chr15	97964070	97997009	Asb8
chr15	97997236	98001565	Ccdc184
chr15	98015443	98026973	Olfr288
chr15	98036401	98052487	Olfr287
chr15	98056105	98065881	Olfr286
chr15	98085412	98088738	H1fnt
chr15	98115552	98127514	Zfp641
chr15	98142019	98144979	Olfr257
chr15	98142019	98144979	Olfr285
chr15	98169452	98172370	Olfr284
chr15	98207609	98210539	Olfr283
chr15	98227875	98247566	1700031M16Rik
chr15	98266900	98269828	Olfr282
chr15	98285742	98288678	Olfr281
chr15	98309830	98314114	Lalba
chr15	98326904	98329837	Olfr279
chr15	98347088	98365700	Kansl2
chr15	98349147	98351265	Snora34
chr15	98349192	98351309	Mir1291
chr15	98355778	98357890	Snora2b
chr15	98372641	98399067	Ccnt1
chr15	98396754	98402295	9330020H09Rik
chr15	98400434	98421019	4930415O20Rik
chr15	98419420	98439064	Adcy6
chr15	98461758	98475967	Cacnb3
chr15	98474937	98494320	Ddx23
chr15	98498635	98508892	Rnd1
chr15	98537657	98554764	Ccdc65
chr15	98553798	98559629	Fkbp11
chr15	98567056	98594549	Arf3
chr15	98601182	98609581	Wnt10b
chr15	98619287	98625261	Wnt1
chr15	98633212	98639356	Ddn
chr15	98642227	98662939	Prkag1
chr15	98661099	98702636	Kmt2d
chr15	98707190	98712845	Rhebl1
chr15	98722457	98729971	Dhh
chr15	98733351	98749529	Lmbr1l
chr15	98760861	98765821	Tuba1b
chr15	98779277	98784932	Tuba1a
chr15	98815395	98820712	4930578M01Rik
chr15	98859321	98869536	Tuba1c
chr15	98884604	98890409	Prph
chr15	98904403	98914840	Troap
chr15	98910235	98912296	Mir6960
chr15	98914184	98919159	C1ql4
chr15	98928914	98936138	Dnajc22
chr15	98956275	99043897	Spats2
chr15	99054406	99074248	Kcnh3
chr15	99072247	99083392	Mcrs1
chr15	99081218	99093472	1700120C14Rik
chr15	99100448	99118611	Fam186b
chr15	99124839	99148438	Prpf40b
chr15	99146642	99201913	Fmnl3
chr15	99222377	99241480	Tmbim6
chr15	99251464	99289179	Nckap5l
chr15	99299514	99306161	Bcdin3d
chr15	99326435	99359596	Faim2
chr15	99408486	99415976	Aqp2
chr15	99420458	99426260	Aqp5
chr15	99430830	99436908	Aqp6
chr15	99449927	99483087	Racgap1
chr15	99500148	99532561	Asic1
chr15	99531717	99545426	Smarcd1
chr15	99547023	99556438	Gpd1
chr15	99555048	99559567	Cox14
chr15	99565022	99603946	Cers5
chr15	99607898	99706887	Lima1
chr15	99747778	99763089	1700030F18Rik
chr15	99799495	99847789	Larp4
chr15	99801597	99804718	2310068J16Rik
chr15	99868094	100050904	Dip2b
chr15	100057289	100092679	Atf1
chr15	100110267	100124484	Tmprss12
chr15	100134247	100145779	Mettl7a1
chr15	100164359	100171600	Mettl7a3
chr15	100182630	100193250	Mettl7a2
chr15	100182630	100215866	Methig1
chr15	100194015	100215386	Higd1c
chr15	100217330	100254486	Slc11a2
chr15	100252623	100259581	Gm5475
chr15	100298464	100310683	Letmd1
chr15	100309000	100326670	Csrnp2
chr15	100332178	100383439	Tfcp2
chr15	100404748	100431415	Pou6f1
chr15	100443570	100446541	C330013E15Rik
chr15	100445092	100452192	Dazap2
chr15	100450770	100468371	Smagp
chr15	100470512	100500931	Bin2
chr15	100478593	100480660	Mir6961
chr15	100503852	100519351	Cela1
chr15	100519345	100560807	Galnt6
chr15	100559935	100564168	I730030J21Rik
chr15	100591177	100655402	Slc4a8
chr15	100700075	100877369	Scn8a
chr15	100879622	100885830	Fignl2
chr15	100945185	100951455	Ankrd33
chr15	100957952	100976767	Acvrl1
chr15	101003555	101044032	Acvr1b
chr15	101023299	101025362	Mir6962
chr15	101050621	101056617	A330009N23Rik
chr15	101050677	101053586	AU021063
chr15	101053637	101064187	Grasp
chr15	101096276	101106225	Nr4a1
chr15	101113731	101122365	Atg101
chr15	101122642	101128857	6030408B16Rik
chr15	101179001	101201556	Krt80
chr15	101198782	101200865	Mir1941
chr15	101241833	101259237	Krt7
chr15	101260920	101270235	Krt83
chr15	101277175	101285340	1700011A15Rik
chr15	101288491	101295196	Krt81
chr15	101302908	101311414	Krt86
chr15	101314560	101322943	5430421N21Rik
chr15	101333246	101337744	Gm6042
chr15	101345118	101522940	Krt85
chr15	101354456	101364251	Krt84
chr15	101370655	101382090	Krt82
chr15	101381786	101394381	4732456N10Rik
chr15	101392773	101405335	Krt75
chr15	101416747	101420003	Gm5476
chr15	101438304	101441910	Gm5477
chr15	101453458	101459619	Gm5414
chr15	101472450	101478811	Gm5478
chr15	101505453	101511720	Krt6b
chr15	101519358	101525736	Krt6a
chr15	101536500	101544322	Krt5
chr15	101563379	101574528	Krt71
chr15	101583689	101594935	Krt74
chr15	101605990	101617889	Krt72
chr15	101622738	101633763	Krt73
chr15	101640119	101649600	Krt2
chr15	101674856	101682217	Krt1
chr15	101689286	101701049	Krt77
chr15	101713781	101724351	Krt76
chr15	101747965	101756166	Krt4
chr15	101758762	101771755	Krt79
chr15	101775434	101785718	Krt78
chr15	101826141	101835773	Krt8
chr15	101857646	101863457	Krt18
chr15	101903203	101928604	Eif4b
chr15	101932418	101947832	Tns2
chr15	101945958	101967646	Spryd3
chr15	101973616	101980943	Igfbp6
chr15	101980005	101994867	Soat2
chr15	102006428	102020474	Csad
chr15	102033075	102047041	Zfp740
chr15	102045425	102063366	Itgb7
chr15	102064368	102088953	Rarg
chr15	102108886	102113175	Mfsd5
chr15	102125723	102155787	Espl1
chr15	102155546	102162920	Pfdn5
chr15	102161139	102169569	Myg1
chr15	102167677	102182190	Aaas
chr15	102186607	102197702	Sp7
chr15	102235746	102267835	Sp1
chr15	102274797	102286070	Amhr2
chr15	102288600	102294237	Prr13
chr15	102300062	102331490	Pcbp2
chr15	102327077	102348435	Map3k12
chr15	102347622	102355107	Tarbp2
chr15	102353269	102356052	Npff
chr15	102355376	102456895	Atf7
chr15	102492298	102502478	Atp5g2
chr15	102501222	102503297	Mir688
chr15	102536207	102553609	Calcoco1
chr15	102575871	102578340	Gm38436
chr15	102750561	102760245	Hoxc13
chr15	102766283	102769948	Hoxc12
chr15	102773492	102779377	Hotair
chr15	102783956	102788132	Hoxc11
chr15	102796226	102803328	Hoxc10
chr15	102802780	102804865	Mir196a-2
chr15	102806462	102815875	Hoxc9
chr15	102819969	102825685	Hoxc8
chr15	102838992	102843312	Hoxc6
chr15	102843438	102848860	Hoxc5
chr15	102844340	102846432	Mir615
chr15	102863825	102868283	Hoxc4
chr15	102952500	102978259	D930007P13Rik
chr15	102982720	102994715	Smug1
chr15	103020976	103071247	Cbx5
chr15	103069827	103078129	Hnrnpa1
chr15	103069862	103076015	Gm10052
chr15	103069884	103076386	Gm5643
chrX	138731047	138734780	Gm5643
chr15	103077642	103089834	Nfe2
chr15	103102348	103131295	Copz1
chr15	103114555	103116652	Mir148b
chr15	103137665	103141869	Gpr84
chr15	103143325	103171517	Zfp385a
chr15	103173717	103198222	Itga5
chr15	103179885	103181956	Mir6963
chr15	103231889	103261858	Gtsf1
chr15	103268390	103279890	BC048502
chr15	103283255	103330231	Nckap1l
chr15	103332464	103361487	Pde1b
chr15	103359709	103369423	Ppp1r1a
chr15	103392190	103396512	Glycam1
chr16	3591397	3594339	Olfr161
chr16	3706214	3719124	Mefv
chr16	3743098	3751788	Zfp263
chr16	3837974	3840913	Olfr15
chr16	3846222	3859880	Zfp174
chr16	3860543	3873374	Zfp597
chr16	3883618	3905781	Naa60
chr16	3904797	3909689	1700037C18Rik
chr16	3908008	3942147	Cluap1
chr16	3945932	3977632	Nlrc3
chr16	3978105	4002678	Slx4
chr16	4036144	4041024	Dnase1
chr16	4038976	4078810	Trap1
chr16	4083047	4214404	Crebbp
chr16	4218911	4230116	4930455F16Rik
chr16	4228228	4232205	Gm5766
chr16	4283885	4421498	Adcy9
chr16	4479227	4524053	Srl
chr16	4543660	4560720	Tfap4
chr16	4593712	4616957	Glis2
chr16	4615465	4625946	Pam16
chr16	4625883	4680720	Coro7
chr16	4638944	4652166	Vasn
chr16	4683069	4708693	Dnaja3
chr16	4710317	4720356	Nmral1
chr16	4725360	4767249	Hmox2
chr16	4764460	4790935	Cdip1
chr16	4834415	4868691	4930562C15Rik
chr16	4873778	4880851	Ubald1
chr16	4885099	4939296	Mgrn1
chr16	4934163	4940585	Gm16861
chr16	4938110	4942033	Nudt16l1
chr16	4940419	4965330	Anks3
chr16	4963380	4980055	4930451G09Rik
chr16	4985950	4998945	Sept12
chr16	5006380	5009401	Smim22
chr16	5007821	5014646	Rogdi
chr16	5012994	5051003	Glyr1
chr16	5049160	5087378	Ubn1
chr16	5085383	5133574	Ppl
chr16	5146201	5185027	Sec14l5
chr16	5194372	5205105	Nagpa
chr16	5210911	5223392	AU021092
chr16	5232713	5246001	Alg1
chr16	5243247	5257049	Eef2kmt
chr16	5883885	7413573	Rbfox1
chr16	5974679	5999589	1700123O21Rik
chr16	8408368	8426229	Tmem114
chr16	8469905	8491290	Mettl22
chr16	8512521	8622660	Abat
chr16	8632823	8638794	Tmem186
chr16	8636799	8658617	Pmm2
chr16	8657679	8673246	Carhsp1
chr16	8687814	8739435	Usp7
chr16	8829192	8860017	1810013L24Rik
chr16	9576802	9993626	Grin2a
chr16	10169320	10176004	Rpl39l
chr16	10191998	10244144	Atf7ip2
chr16	10280841	10315061	Emp2
chr16	10323197	10332378	Gm1600
chr16	10357044	10396558	Tekt5
chr16	10411030	10425518	Nubp1
chr16	10419651	10448443	Tvp23a
chr16	10479164	10528733	Ciita
chr16	10529299	10544147	Dexi
chr16	10544431	10745971	Clec16a
chr16	10782901	10786629	Socs1
chr16	10787027	10789748	Tnp2
chr16	10789600	10792007	Prm3
chr16	10790469	10793198	Prm2
chr16	10795424	10797916	Prm1
chr16	10834151	10844328	Rmi2
chr16	10911104	10915890	Gm21859
chr16	10958365	10994214	Litaf
chr16	11007990	11016277	Gm4262
chr16	11065390	11076078	Snn
chr16	11074003	11135625	Txndc11
chr16	11135686	11177486	Zc3h7a
chr16	11192129	11204385	Rsl1d1
chr16	11202475	11226889	2610020C07Rik
chr16	11215333	11255418	Gspt1
chr16	11253460	11255538	Mir1945
chr16	11312901	11321161	Tnfrsf17
chr16	11321996	11756566	Snx29
chr16	11778794	11782594	4833415N18Rik
chr16	11802813	11910516	Cpped1
chr16	11900456	11931687	Gm9961
chr16	11983205	12271997	Shisa9
chr16	12810482	12849746	1700003L19Rik
chr16	13108828	13153102	Ercc4
chr16	13255573	13418622	Mkl2
chr16	13448615	13450694	Mir193b
chr16	13452932	13455019	Mir365-1
chr16	13470172	13472273	Mir6365
chr16	13513223	13521512	2310015D24Rik
chr16	13537056	13669263	Parn
chr16	13670950	13704705	Bfar
chr16	13671112	13679478	3110001I22Rik
chr16	13714149	13731577	Pla2g10
chr16	13728928	13740564	Pla2g10os
chr16	13779791	13815934	Rrn3
chr16	13818369	13836543	Ntan1
chr16	13832665	13904238	Pdxdc1
chr16	13902253	13950712	Mpv17l
chr16	13980794	13987960	Ifitm7
chr16	13985729	14102587	2900011O08Rik
chr16	14108258	14160367	Marf1
chr16	14158718	14160785	Mir484
chr16	14162367	14194016	Nde1
chr16	14193619	14292501	Myh11
chr16	14298336	14318425	Fopnl
chr16	14360650	14475971	Abcc1
chr16	14561409	14622377	A630010A05Rik
chr16	14704951	14710475	Snai2
chr16	14905738	14925615	Efcab1
chr16	15550078	15595611	Ube2v2
chr16	15622989	15638493	Mcm4
chr16	15636958	15843332	Prkdc
chr16	15847533	15864415	Mzt2
chr16	15886378	15890638	Cebpd
chr16	15888317	16147944	Spidr
chr16	16212437	16273805	Pkp2
chr16	16302057	16310733	Yars2
chr16	16311320	16360124	Dnm1l
chr16	16416007	16601071	Fgd4
chr16	16672142	16675072	Olfr19
chr16	16706779	16719214	4933404G15Rik
chr16	16752108	16830456	Spag6
chr16	16818805	16821289	Rpl31-ps12
chr16	16859763	16865078	Igll1
chr16	16867493	16870348	Vpreb1
chr16	16869983	16894079	Top3b
chr16	16895561	16928468	Ppm1f
chr16	16982474	17048546	Mapk1
chr16	17069231	17087829	Ypel1
chr16	17085648	17112345	Ppil2
chr16	17112490	17126199	2610318N02Rik
chr16	17123153	17125235	Mir130b
chr16	17123492	17125589	Mir301b
chr16	17129230	17133476	Sdf2l1
chr16	17138156	17148322	Ccdc116
chr16	17146059	17149950	Ydjc
chr16	17151107	17202585	Ube2l3
chr16	17207227	17215075	Rimbp3
chr16	17232679	17264523	Hic2
chr16	17275392	17279754	Tmem191c
chr16	17279443	17407407	Pi4ka
chr16	17330463	17344665	Serpind1
chr16	17405092	17431919	Snap29
chr16	17451077	17488533	Crkl
chr16	17488769	17508578	Aifm3
chr16	17508063	17527423	Lztr1
chr16	17527074	17532145	Thap7
chr16	17543557	17562340	Lrrc74b
chr16	17560977	17573105	P2rx6
chr16	17571110	17577764	Slc7a4
chr16	17618446	17645923	Smpd4
chr16	17645562	17651831	Ccdc74a
chr16	17650300	17724040	Med15
chr16	17758713	17794475	Klhl22
chr16	17796374	17809386	Scarf2
chr16	17832211	17836112	B830017H08Rik
chr16	17834368	17839279	Car15
chr16	17839450	17892821	Dgcr2
chr16	17893295	17896746	Tssk1
chr16	17897729	17901117	Tssk2
chr16	17899801	17912441	Dgcr14
chr16	17912646	17916152	Gsc2
chr16	17924303	17929312	Slc25a1
chr16	17979657	17982173	Vpreb2
chr16	18051952	18072725	Dgcr6
chr16	18070818	18090283	Prodh
chr16	18126798	18153501	Rtn4r
chr16	18164181	18166263	Mir6366
chr16	18208778	18214956	4933432I09Rik
chr16	18219845	18236229	Zdhhc8
chr16	18239071	18249787	Ranbp1
chr16	18247975	18255865	Trmt2a
chr16	18253057	18290261	Dgcr8
chr16	18283331	18285410	Mir1306
chr16	18283642	18285730	Gm24572
chr16	18299917	18345025	Tango2
chr16	18326493	18328558	Mir185
chr16	18347274	18408167	Arvcf
chr16	18405974	18427809	Comt
chr16	18425509	18480166	Txnrd2
chr16	18497805	18567773	Gnb1l
chr16	18580796	18591764	Tbx1
chr16	18619411	18623496	Gp1bb
chr16	18620903	18631031	Sept5
chr16	18775939	18779355	Cldn5
chr16	18779539	18813065	Cdc45
chr16	18811386	18836354	Ufd1l
chr16	18835672	18841206	2510002D24Rik
chr16	18871110	18877730	Mrpl40
chr16	18875842	18971401	Hira
chr16	19284886	19287834	Olfr164
chr16	19406168	19409110	Olfr165
chr16	19485932	19488871	Olfr166
chr16	19513788	19516727	Olfr167
chr16	19529072	19532011	Olfr168
chr16	19565032	19567974	Olfr169
chr16	19604817	19607759	Olfr170
chr16	19623249	19626194	Olfr171
chr16	19652473	19707458	Lamp3
chr16	19759326	19773846	B3gnt5
chr16	19875660	19885367	A930003A15Rik
chr16	19945585	19984122	Klhl6
chr16	20096626	20128817	Klhl24
chr16	20140135	20233646	Yeats2
chr16	20232381	20242431	Map6d1
chr16	20278893	20303435	Parl
chr16	20307459	20326477	Cyp2ab1
chr16	20330376	20427467	Abcc5
chr16	20497889	20510398	Eif2b5
chr16	20516136	20533260	Dvl3
chr16	20534552	20545982	Ap2m1
chr16	20544184	20549629	Gm15760
chr16	20547675	20562676	Abcf3
chr16	20588654	20606450	Vwa5b2
chr16	20603524	20605609	Mir1224
chr16	20604530	20611822	Alg3
chr16	20610673	20646988	Ece2
chr16	20618287	20622351	Camk2n2
chr16	20650724	20664487	Psmd2
chr16	20671799	20693956	Eif4g1
chr16	20683328	20685386	Snord66
chr16	20694129	20704109	Fam131a
chr16	20702038	20717709	Clcn2
chr16	20716898	20723338	Polr2h
chr16	20723526	20735584	Thpo
chr16	20732199	20743457	Chrd
chr16	21151731	21155017	Teddm3
chr16	21203867	21224377	Ephb3
chr16	21246571	21297945	Gm16863
chr16	21255085	21257139	Mir7680
chr16	21330972	21334429	Magef1
chr16	21422190	21645754	Vps8
chr16	21648117	21695738	2510009E07Rik
chr16	21760357	21788907	Ehhadh
chr16	21793419	21810112	1300002E11Rik
chr16	21891041	21932950	Map3k13
chr16	21933399	21948625	Tmem41a
chr16	21952890	21996615	Liph
chr16	22008556	22050342	Senp2
chr16	22058081	22164372	Igf2bp2
chr16	22244813	22267002	Tra2b
chr16	22380385	22440643	Etv5
chr16	22465641	22658304	Dgkg
chr16	22510552	22518758	9230117E06Rik
chr16	22531128	22533257	Mir8095
chr16	22804275	22812483	Crygs
chr16	22812286	22858742	Tbccd1
chr16	22856917	22880707	Dnajb11
chr16	22874055	22895459	Gm30505
chr16	22891087	22900524	Ahsg
chr16	22917454	22940841	Fetub
chr16	22950144	22962732	Hrg
chr16	22984924	23030174	Kng2
chr16	23057372	23083151	Kng1
chr16	23106540	23115205	Eif4a2
chr16	23108025	23110093	Snord2
chr16	23109842	23112006	Snora81
chr16	23113020	23128803	Rfc4
chr16	23145608	23159041	Adipoq
chr16	23223812	23361423	St6gal1
chr16	23428205	23435033	Rtp1
chr16	23450857	23521663	Masp1
chr16	23609004	23615308	Rtp4
chr16	23888666	23891930	Sst
chr16	23924633	23931880	Rtp2
chr16	23964137	23989698	Bcl6
chr16	24391641	24394741	Lppos
chr16	24392435	24993664	Lpp
chr16	24528399	24535558	Morf4l1-ps1
chr16	25058724	25070144	A230028O05Rik
chr16	25285902	25423430	Tprg
chr16	25682850	25893174	Trp63
chr16	25959408	26106870	P3h2
chr16	26355731	26372925	Cldn1
chr16	26462220	26483850	Cldn16
chr16	26502878	26527857	Tmem207
chr16	26580790	26726233	Il1rap
chr16	26713767	26756588	Gm20319
chr16	26956320	26992738	Gmnc
chr16	27306726	27352295	Ostn
chr16	27352407	27371325	Uts2b
