name2	chrom	f10.AMYGDALA_CTRL_1	f10.AMYGDALA_CTRL_2	f10.AMYGDALA_FEAR_1	f10.AMYGDALA_FEAR_2	f10.CORTEX_CTRL_1	f10.CORTEX_CTRL_2	f10.CORTEX_FEAR_1	f10.CORTEX_FEAR_2	f10.AMYGDALA_ERRB4_KO_1	f10.AMYGDALA_ERRB4_KO_2	f10.AMYGDALA_ERRB4_KO_3	f10.AMYGDALA_ERRB4_WT_1	f10.AMYGDALA_ERRB4_WT_2	f10.CORTEX_ERRB4_KO_1	f10.CORTEX_ERRB4_KO_2	f10.CORTEX_ERRB4_KO_3	f10.CORTEX_ERRB4_WT_1	f10.CORTEX_ERRB4_WT_2
Dcstamp	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16291	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dpys	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp12	chr15	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AU022793	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9330182O14Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16294	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfpm2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Oxr1	chr15	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mir8115	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abra	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Angpt1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rspo2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eif3e	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Gm10373	chr15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Emc2	chr15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Tmem74	chr15	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1
Trhr	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eny2	chr15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Nudcd1	chr15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pkhd1l1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebag9	chr15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Sybu	chr15	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
2310069G16Rik	chr15	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1
A930017M01Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnv1	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1
1700022A22Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930523O13Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930548G14Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csmd3	chr15	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1
Trps1	chr15	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	1
Mir1907	chr15	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1
Gm19303	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3h	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Utp23	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Rad21	chr15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Aard	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1
Slc30a8	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med30	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Ext1	chr15	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mir28c	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd12	chr15	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Tnfrsf11b	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colec10	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mal2	chr15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Nov	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Enpp2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf2	chr15	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1
Dscc1	chr15	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1
Deptor	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Gm9920	chr15	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1
Col14a1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl13	chr15	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0
Mtbp	chr15	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0
Sntb1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Has2os	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Has2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a22	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhx2	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Derl1	chr15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Tbc1d31	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Fam83a	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130401M01Rik	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Zhx1	chr15	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Atad2	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Wdyhv1	chr15	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Fbxo32	chr15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Klhl38	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa13	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Ertd621e	chr15	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1
Tmem65	chr15	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Trmt12	chr15	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Rnf139	chr15	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Tatdn1	chr15	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0
Ndufb9	chr15	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0
Mtss1	chr15	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1
Zfp572	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sqle	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
E430025E21Rik	chr15	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0
Nsmce2	chr15	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0
Trib1	chr15	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Gm19510	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933412E24Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9930014A18Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fam84b	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
A1bg	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D030024E09Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myc	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Pvt1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2afy3	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20740	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065I16Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmcl1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc3	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmcl2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc4	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmcl-ps	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam49b	chr15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Asap1	chr15	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Adcy8	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Efr3a	chr15	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Oc90	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhla1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnq3	chr15	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1
Lrrc6	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tmem71	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf20l1	chr15	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1
Tg	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sla	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wisp1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal1	chr15	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1
1700012I11Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfat	chr15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mir30b	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir30d	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs3	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4930504C09Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19782	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam135b	chr15	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0
Col22a1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnk9	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peg13	chr15	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0
Trappc9	chr15	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Chrac1	chr15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ago2	chr15	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Mir151	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2	chr15	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Dennd3	chr15	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Slc45a4	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr20	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptp4a3	chr15	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0
Mroh5	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrb1	chr15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Mroh4	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arc	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0
4933427E11Rik	chr15	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
Jrk	chr15	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
Psca	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Them6	chr15	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Slurp1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lypd2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300005B03Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lynx1	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ly6d	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D730001G18Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6k	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gml	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gml2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11b1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11b2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010109I03Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6e	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ly6i	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6a	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6c1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6c2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6g	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6f	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9030619P08Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6h	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gpihbp1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp41	chr15	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Top1mt	chr15	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Rhpn1	chr15	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0
Mafa	chr15	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Zc3h3	chr15	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0
Gsdmd	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mroh6	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naprt	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1d	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1
Tigd5	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1
Pycrl	chr15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Tsta3	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Zfp623	chr15	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
Zfp707	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Ccdc166	chr15	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Mapk15	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83h	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6952	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scrib	chr15	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Puf60	chr15	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0
Nrbp2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eppk1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC024139	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plec	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mir1942	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp10	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grina	chr15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Mir6953	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spatc1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mirt2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3079	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smpd5	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oplah	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc4	chr15	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
Gpaa1	chr15	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0
Cyc1	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Sharpin	chr15	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1
Maf1	chr15	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1
Hgh1	chr15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Tssk5	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mroh1	chr15	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Mir6954	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scx	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bop1	chr15	1	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0
Hsf1	chr15	1	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0
Dgat1	chr15	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1
Scrt1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl6	chr15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Slc52a2	chr15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Adck5	chr15	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
Cpsf1	chr15	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0
Slc39a4	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps28	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Tonsl	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Cyhr1	chr15	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Kifc2	chr15	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Foxh1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r16a	chr15	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0
Gpt	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd3	chr15	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
Recql4	chr15	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Lrrc14	chr15	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Lrrc24	chr15	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C030006K11Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap39	chr15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Zfp251	chr15	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Zfp7	chr15	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Commd5	chr15	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Rpl8	chr15	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Zfp647	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110038F14Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mb	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol6	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbfox2	chr15	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0
Apol7a	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol9a	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol7b	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol10a	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol11a	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol7c	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025B11Rik	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol10b	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8221	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol11b	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol7e	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol9b	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol8	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh9	chr15	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Txn2	chr15	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1
Foxred2	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Eif3d	chr15	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0
Cacng2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift27	chr15	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pvalb	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncf4	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7676-1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7676-2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csf2rb2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csf2rb	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex33	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tst	chr15	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0
Mpst	chr15	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0
Kctd17	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Tmprss6	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il2rb	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1qtnf6	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sstr3	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rac2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth4	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elfn2	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mfng	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Card10	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42ep1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgals2	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gga1	chr15	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0
Mir6955	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdxp	chr15	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Lgals1	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol12	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Triobp	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Mir6956	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10865	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f0	chr15	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Gcat	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Galr3	chr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd54	chr15	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Eif3l	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Micall1	chr15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1700088E04Rik	chr15	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
