name2	chrom	tss_samples	tss1k_samples	gene1k_samples
Foxp4	chr17	120	142	166
1700122O11Rik	chr17	0	0	0
1700067P10Rik	chr17	0	0	0
A730006G06Rik	chr17	0	0	14
9830107B12Rik	chr17	3	3	3
A530064D06Rik	chr17	19	19	19
Trem1	chr17	39	39	43
Trem3	chr17	34	34	35
Treml4	chr17	14	44	64
Treml2	chr17	9	104	105
B430306N03Rik	chr17	35	36	60
Trem2	chr17	21	27	27
Treml1	chr17	1	7	8
Nfya	chr17	175	188	188
Oard1	chr17	185	188	188
Apobec2	chr17	2	3	86
Tspo2	chr17	24	34	38
Unc5cl	chr17	0	2	106
Lrfn2	chr17	0	109	124
1700008K24Rik	chr17	2	2	2
Gm17830	chr17	0	0	44
Mocs1	chr17	170	171	172
Daam2	chr17	9	18	65
Kif6	chr17	42	55	89
Rftn1	chr17	87	99	172
AY702103	chr17	0	3	3
Dazl	chr17	1	149	149
Plcl2	chr17	59	116	158
Tbc1d5	chr17	174	180	182
C330011F03Rik	chr17	0	2	20
Satb1	chr17	90	118	147
Gm20098	chr17	0	0	99
Kcnh8	chr17	17	62	92
Efhb	chr17	140	142	145
Rab5a	chr17	189	193	193
Pp2d1	chr17	0	0	25
Kat2b	chr17	112	121	174
Sgol1	chr17	190	193	193
4932415M13Rik	chr17	0	0	1
Sult1c2	chr17	3	3	23
Sult1c1	chr17	0	0	0
Slc5a7	chr17	0	4	5
1700025K24Rik	chr17	0	0	0
St6gal2	chr17	17	29	30
Vmn2r118	chr17	0	0	0
Pot1b	chr17	183	186	186
Adgre4	chr17	28	28	57
Zfp119a	chr17	167	180	180
Zfp959	chr17	183	186	186
Zfp119b	chr17	150	164	164
Ebi3	chr17	60	60	86
Ccdc94	chr17	159	167	167
Gm16712	chr17	156	167	170
Shd	chr17	23	40	121
Fsd1	chr17	22	28	28
Stap2	chr17	2	2	4
Mpnd	chr17	155	182	182
Sh3gl1	chr17	148	149	157
Chaf1a	chr17	148	158	159
Ubxn6	chr17	124	126	127
Hdgfrp2	chr17	162	192	192
Plin4	chr17	2	5	6
Plin5	chr17	33	41	80
Lrg1	chr17	1	1	15
Sema6b	chr17	69	107	111
Tnfaip8l1	chr17	168	170	170
Mydgf	chr17	150	151	151
Dpp9	chr17	160	165	168
Mir7b	chr17	0	63	63
Fem1a	chr17	167	182	182
Ticam1	chr17	135	153	157
Plin3	chr17	97	124	126
Arrdc5	chr17	0	0	5
Uhrf1	chr17	158	165	165
Kdm4b	chr17	162	189	190
Mir6977	chr17	0	7	7
Ptprs	chr17	161	178	181
Znrf4	chr17	0	0	0
Gm20219	chr17	10	36	92
Safb2	chr17	137	176	176
Safb	chr17	167	176	176
2410015M20Rik	chr17	165	175	175
Rpl36	chr17	120	120	120
Lonp1	chr17	139	160	161
Catsperd	chr17	0	155	164
Ranbp3	chr17	176	177	183
Vmac	chr17	146	174	174
Ndufa11	chr17	106	174	174
Fut4-ps1	chr17	0	0	10
Nrtn	chr17	74	83	88
Dus3l	chr17	99	148	148
Prr22	chr17	0	0	0
Rfx2	chr17	120	180	183
Acsbg2	chr17	0	1	98
1700061G19Rik	chr17	0	1	59
Mllt1	chr17	126	178	178
Acer1	chr17	4	7	95
Clpp	chr17	171	179	184
Alkbh7	chr17	178	180	180
Pspn	chr17	0	0	0
Gtf2f1	chr17	143	166	166
Khsrp	chr17	151	193	193
Slc25a41	chr17	0	0	193
Slc25a23	chr17	8	178	179
Crb3	chr17	12	22	22
Dennd1c	chr17	92	92	113
Tubb4a	chr17	16	48	67
Tnfsf9	chr17	91	107	109
Gm11110	chr17	29	107	143
Cd70	chr17	14	15	16
Tnfsf14	chr17	81	92	92
Mir6978	chr17	0	0	0
C3	chr17	29	29	96
Gpr108	chr17	192	193	193
Trip10	chr17	103	132	133
Vav1	chr17	91	91	109
Adgre1	chr17	39	39	44
Vmn2r120	chr17	0	0	1
Cntnap5c	chr17	0	13	42
Pdzph1	chr17	0	0	65
Nudt12	chr17	128	133	135
Efna5	chr17	0	22	168
4930405O22Rik	chr17	17	32	57
Fbxl17	chr17	161	167	183
Fer	chr17	190	192	192
1110058D11Rik	chr17	0	0	0
Pja2	chr17	178	193	193
Mir6420	chr17	0	4	5
AU016765	chr17	0	0	61
Man2a1	chr17	22	175	185
Dreh	chr17	4	30	33
Tmem232	chr17	59	90	118
Vapa	chr17	143	179	179
Txndc2	chr17	0	24	24
Rab31	chr17	75	95	151
Ppp4r1	chr17	30	148	156
Ralbp1	chr17	189	191	191
Twsg1	chr17	164	170	174
Ankrd12	chr17	165	173	173
Ndufv2	chr17	169	184	184
Wash1	chr17	163	163	163
Ddx11	chr17	128	153	153
Mtcl1	chr17	78	98	119
Rab12	chr17	136	147	150
Themis3	chr17	2	3	38
Mir5709	chr17	0	3	3
Ptprm	chr17	85	109	139
Lrrc30	chr17	3	4	4
Lama1	chr17	31	41	43
Arhgap28	chr17	135	136	139
L3mbtl4	chr17	9	16	51
Tmem200c	chr17	12	13	31
Epb41l3	chr17	27	33	100
2410021H03Rik	chr17	2	17	17
Zbtb14	chr17	103	172	172
C030034I22Rik	chr17	6	186	186
A330050F15Rik	chr17	108	122	139
Dlgap1	chr17	0	7	162
Tgif1	chr17	93	139	139
Myl12b	chr17	129	147	148
Myl12a	chr17	169	183	183
Myom1	chr17	0	3	156
Lpin2	chr17	71	161	166
Emilin2	chr17	82	93	138
Gm4566	chr17	0	0	33
Smchd1	chr17	165	177	178
Ndc80	chr17	168	186	186
Spdya	chr17	158	165	165
Trmt61b	chr17	153	161	161
Wdr43	chr17	164	170	171
Snord92	chr17	0	0	0
Snord53	chr17	0	0	0
Fam179a	chr17	11	16	93
BC027072	chr17	0	0	9
Clip4	chr17	0	26	65
Alk	chr17	1	96	151
Ypel5	chr17	152	191	191
Lbh	chr17	159	165	166
Lclat1	chr17	179	181	185
Capn13	chr17	1	2	86
Galnt14	chr17	28	57	102
Ehd3	chr17	145	150	151
Xdh	chr17	83	109	140
Srd5a2	chr17	6	26	130
Memo1	chr17	120	140	151
Dpy30	chr17	168	173	173
Spast	chr17	113	166	167
Slc30a6	chr17	178	178	179
Nlrc4	chr17	42	45	80
Yipf4	chr17	175	182	182
Birc6	chr17	188	192	192
Ttc27	chr17	164	168	176
Ltbp1	chr17	82	128	162
Rasgrp3	chr17	57	65	104
Fam98a	chr17	190	191	191
Gm4710	chr17	0	0	56
Crim1	chr17	111	128	173
Fez2	chr17	167	183	184
Vit	chr17	0	7	118
Strn	chr17	183	192	193
Heatr5b	chr17	184	189	189
Gpatch11	chr17	186	189	189
Gm6548	chr17	0	3	3
Eif2ak2	chr17	152	154	154
Sult6b1	chr17	0	0	62
Cebpzos	chr17	170	176	176
Cebpz	chr17	186	188	188
Ndufaf7	chr17	188	188	188
Prkd3	chr17	119	141	150
Qpct	chr17	1	130	131
Cdc42ep3	chr17	148	165	169
4930429F11Rik	chr17	0	36	37
Gm10494	chr17	0	3	6
Rmdn2	chr17	33	138	150
Cyp1b1	chr17	0	142	142
Atl2	chr17	163	172	172
Hnrnpll	chr17	177	183	183
Galm	chr17	61	92	173
Srsf7	chr17	175	180	180
Ttc39d	chr17	1	1	1
Gemin6	chr17	149	152	186
Morn2	chr17	182	184	184
Dhx57	chr17	42	184	184
Arhgef33	chr17	1	1	154
Gm10190	chr17	145	152	153
Sos1	chr17	132	141	146
Cdkl4	chr17	63	104	160
Map4k3	chr17	100	149	168
C230072F16Rik	chr17	0	0	89
Tmem178	chr17	25	45	93
Thumpd2	chr17	174	179	179
Slc8a1	chr17	11	13	150
Gm19689	chr17	0	21	39
Pkdcc	chr17	78	108	111
Eml4	chr17	150	170	173
Cox7a2l	chr17	153	168	169
Kcng3	chr17	58	91	98
Mta3	chr17	60	131	168
Haao	chr17	20	71	87
8430430B14Rik	chr17	0	23	79
4933433H22Rik	chr17	0	0	50
Zfp36l2	chr17	130	154	159
Thada	chr17	179	183	189
Plekhh2	chr17	57	67	107
Dync2li1	chr17	160	165	166
Abcg8	chr17	4	6	53
Abcg5	chr17	0	0	8
Lrpprc	chr17	175	181	187
Ppm1b	chr17	162	192	192
1110020A21Rik	chr17	190	192	192
Slc3a1	chr17	0	0	45
Prepl	chr17	139	180	180
Camkmt	chr17	172	180	181
Six3os1	chr17	0	2	4
Six3	chr17	6	11	11
Six2	chr17	45	57	58
Srbd1	chr17	128	138	146
Prkce	chr17	87	119	177
2010106C02Rik	chr17	0	0	7
Epas1	chr17	55	133	138
Tmem247	chr17	0	0	16
Atp6v1e2	chr17	8	13	15
Rhoq	chr17	113	138	153
Pigf	chr17	182	184	184
Cript	chr17	174	184	184
Socs5	chr17	97	172	172
C330024C12Rik	chr17	0	2	2
Mcfd2	chr17	155	163	164
4833418N02Rik	chr17	143	163	163
Ttc7	chr17	145	163	180
1700011E24Rik	chr17	0	0	71
Calm2	chr17	126	166	166
Epcam	chr17	21	98	102
Msh2	chr17	175	189	189
Kcnk12	chr17	71	83	138
Msh6	chr17	164	176	176
Fbxo11	chr17	2	190	190
Gm4832	chr17	0	0	24
Foxn2	chr17	136	173	178
Ppp1r21	chr17	167	179	180
Ston1	chr17	0	2	48
Gtf2a1l	chr17	57	60	87
Lhcgr	chr17	4	12	88
Fshr	chr17	0	0	84
4933400B14Rik	chr17	1	2	9
Gm4719	chr17	0	0	1
4930480K15Rik	chr17	0	0	5
Nrxn1	chr17	91	92	169
Adcyap1	chr17	0	1	14
Mettl4	chr17	189	190	190
2700099C18Rik	chr17	182	190	190
Gm1976	chr17	185	187	187
2610044O15Rik8	chr17	183	187	187
Vmn1r238	chr18	0	0	0
Crem	chr18	184	186	186
Gm6225	chr18	0	171	186
Cul2	chr18	153	166	166
Bambi	chr18	178	185	185
Lyzl1	chr18	0	3	38
Map3k8	chr18	145	151	153
4833419F23Rik	chr18	80	151	155
Mtpap	chr18	137	142	142
9430020K01Rik	chr18	115	128	128
Gm10556	chr18	0	0	64
Svil	chr18	0	4	54
Zfp438	chr18	153	176	176
Zeb1	chr18	69	107	139
Gm10125	chr18	13	111	124
Arhgap12	chr18	171	183	185
Kif5b	chr18	156	163	163
Mir1893	chr18	117	163	163
Epc1	chr18	175	181	181
4921524L21Rik	chr18	0	0	32
Rab18	chr18	189	190	190
Mkx	chr18	43	56	80
Armc4	chr18	34	38	97
Mpp7	chr18	189	190	190
Wac	chr18	163	171	171
Fzd8	chr18	2	98	99
Gjd4	chr18	1	1	4
Ccny	chr18	187	192	192
Cetn1	chr18	1	8	8
Colec12	chr18	28	34	103
Thoc1	chr18	177	189	189
Usp14	chr18	118	172	173
Rock1	chr18	110	187	187
Greb1l	chr18	36	46	158
Esco1	chr18	166	174	174
Snrpd1	chr18	145	150	150
Abhd3	chr18	65	97	108
4930563E18Rik	chr18	0	97	98
Mib1	chr18	174	181	183
Mir133a-1	chr18	0	0	0
Mir1b	chr18	0	2	2
Mir1a-2	chr18	0	0	2
Gata6	chr18	72	77	79
1010001N08Rik	chr18	66	77	86
Rbbp8	chr18	156	179	179
Cables1	chr18	81	128	156
Gm6277	chr18	98	128	136
Mir1901	chr18	22	119	125
Tmem241	chr18	156	160	167
Riok3	chr18	153	182	182
3110002H16Rik	chr18	163	169	169
Npc1	chr18	179	182	182
Ankrd29	chr18	69	88	127
Lama3	chr18	77	81	133
Ttc39c	chr18	91	125	138
Mir1948	chr18	0	8	8
Cabyr	chr18	164	173	173
Osbpl1a	chr18	159	168	173
Impact	chr18	36	146	170
Hrh4	chr18	13	39	43
Zfp521	chr18	83	102	132
8430422H06Rik	chr18	0	5	11
Ss18	chr18	150	163	169
Psma8	chr18	5	8	36
Taf4b	chr18	184	188	188
4933424G05Rik	chr18	0	22	68
Kctd1	chr18	113	135	149
Aqp4	chr18	0	1	47
Chst9	chr18	0	0	96
Cdh2	chr18	36	75	80
Gm15328	chr18	0	1	46
1700001G01Rik	chr18	0	1	17
4921533I20Rik	chr18	0	0	0
4930545E07Rik	chr18	0	0	3
Dsc3	chr18	14	15	19
Dsc2	chr18	14	39	58
Dsc1	chr18	6	7	12
Dsg1c	chr18	2	3	11
Dsg1a	chr18	2	5	16
Dsg1b	chr18	0	4	8
Dsg4	chr18	0	1	24
Dsg3	chr18	0	3	7
Dsg2	chr18	39	47	69
Ttr	chr18	6	28	33
B4galt6	chr18	101	106	129
Trappc8	chr18	89	183	183
Rnf125	chr18	4	8	153
Rnf138	chr18	177	190	190
Mep1b	chr18	0	0	2
Garem	chr18	165	180	181
4930426D05Rik	chr18	8	20	40
Klhl14	chr18	6	35	73
Ccdc178	chr18	0	0	62
Asxl3	chr18	2	29	56
Nol4	chr18	36	93	119
Gm7788	chr18	0	0	0
Dtna	chr18	46	56	133
Gm15972	chr18	141	150	152
Mapre2	chr18	185	187	189
Mir6360	chr18	0	15	15
Zfp397	chr18	164	177	177
Zfp35	chr18	140	140	142
Zfp24	chr18	161	180	180
Ino80c	chr18	163	167	173
Galnt1	chr18	127	152	153
Mir187	chr18	3	5	5
2700062C07Rik	chr18	103	104	104
Rprd1a	chr18	173	179	180
Slc39a6	chr18	180	183	183
Elp2	chr18	173	183	183
Mocos	chr18	123	134	135
Fhod3	chr18	27	104	161
Tpgs2	chr18	184	188	188
AW554918	chr18	170	188	189
Celf4	chr18	3	52	181
4930474G06Rik	chr18	0	0	37
4930527G23Rik	chr18	0	0	1
4930578E11Rik	chr18	0	1	9
Pik3c3	chr18	187	190	191
Rit2	chr18	23	31	63
Syt4	chr18	22	27	39
Slc25a46	chr18	173	177	177
Sap130	chr18	178	191	191
Ammecr1l	chr18	174	182	182
Polr2d	chr18	167	173	173
Wdr33	chr18	176	181	181
Sft2d3	chr18	0	176	179
Lims2	chr18	13	17	32
Gpr17	chr18	0	1	12
Myo7b	chr18	0	0	82
Iws1	chr18	169	174	174
Proc	chr18	5	12	43
Map3k2	chr18	164	176	177
Ercc3	chr18	161	170	170
Bin1	chr18	110	116	155
A830052D11Rik	chr18	9	109	124
Gypc	chr18	87	94	108
Tslp	chr18	71	79	82
Wdr36	chr18	149	162	162
4930455D15Rik	chr18	154	162	166
Mir6361	chr18	69	69	69
Camk4	chr18	54	83	114
Stard4	chr18	182	192	192
Nrep	chr18	105	111	111
Gm10549	chr18	104	111	112
Epb41l4aos	chr18	152	154	154
Epb41l4a	chr18	85	112	149
Apc	chr18	163	167	176
Gm10548	chr18	40	168	168
Srp19	chr18	165	168	168
Reep5	chr18	78	129	139
Pkd2l2	chr18	139	139	141
Fam13b	chr18	143	150	152
Wnt8a	chr18	2	8	36
Nme5	chr18	30	37	52
4933408B17Rik	chr18	0	0	42
Kif20a	chr18	159	169	169
Brd8	chr18	162	169	169
Cdc23	chr18	158	160	160
Gfra3	chr18	1	2	25
Cdc25c	chr18	168	183	183
Fam53c	chr18	118	168	168
Kdm3b	chr18	128	144	149
Reep2	chr18	82	84	85
Egr1	chr18	116	166	167
Etf1	chr18	186	189	189
Hspa9	chr18	113	168	168
Ctnna1	chr18	119	137	149
Lrrtm2	chr18	5	6	8
Sil1	chr18	160	162	169
Snhg4	chr18	118	123	123
Mir1949	chr18	3	88	88
Snora74a	chr18	3	3	3
Matr3	chr18	144	151	152
Paip2	chr18	140	147	147
Slc23a1	chr18	1	3	29
Mzb1	chr18	5	12	12
Prob1	chr18	42	62	70
Spata24	chr18	145	150	150
Dnajc18	chr18	147	153	160
Ecscr	chr18	0	5	8
1700066B19Rik	chr18	9	11	143
Tmem173	chr18	46	92	92
Ube2d2a	chr18	154	165	166
Cxxc5	chr18	44	62	134
Psd2	chr18	2	22	34
4930471G03Rik	chr18	0	0	0
Nrg2	chr18	17	72	136
Pura	chr18	141	153	167
Igip	chr18	0	0	0
Cystm1	chr18	147	156	161
Pfdn1	chr18	120	128	150
Hbegf	chr18	126	134	143
Slc4a9	chr18	0	0	93
Ankhd1	chr18	171	193	193
Eif4ebp3	chr18	0	0	0
Sra1	chr18	143	145	145
Slc35a4	chr18	156	166	166
Apbb3	chr18	162	166	166
E230025N22Rik	chr18	0	1	45
Cd14	chr18	43	81	82
Tmco6	chr18	162	168	168
Ndufa2	chr18	174	177	177
Ik	chr18	174	177	177
Wdr55	chr18	134	135	135
Dnd1	chr18	0	3	4
Hars	chr18	150	159	159
Hars2	chr18	149	159	159
Zmat2	chr18	172	173	173
Vaultrc5	chr18	170	171	171
Gm6756	chr18	0	0	0
Pcdha1	chr18	2	2	71
Pcdha2	chr18	7	10	71
Pcdha3	chr18	3	3	67
Gm37013	chr18	0	0	192
Pcdha4	chr18	0	0	67
Pcdha5	chr18	1	1	67
Gm38666	chr18	0	1	192
Pcdha6	chr18	0	1	67
Pcdha7-g	chr18	0	2	192
Pcdha7	chr18	0	2	67
Pcdha8	chr18	5	8	67
Pcdha9	chr18	1	2	62
Pcdha10	chr18	0	0	62
Pcdha11	chr18	0	0	62
Pcdha12	chr18	0	0	62
Pcdhac1	chr18	3	10	59
Pcdhac2	chr18	21	42	54
Pcdhb1	chr18	47	52	52
Pcdhb2	chr18	2	2	2
Pcdhb3	chr18	6	6	6
Pcdhb4	chr18	3	3	3
Pcdhb5	chr18	0	0	0
Pcdhb6	chr18	3	14	14
Pcdhb7	chr18	0	0	0
Pcdhb8	chr18	1	1	1
Pcdhb9	chr18	0	0	0
Pcdhb10	chr18	2	4	7
Pcdhb11	chr18	0	2	2
Pcdhb12	chr18	4	4	4
Pcdhb13	chr18	1	3	3
Pcdhb14	chr18	0	0	6
Pcdhb15	chr18	10	11	12
Pcdhb16	chr18	1	1	1
Pcdhb17	chr18	2	4	5
Pcdhb18	chr18	0	0	2
Pcdhb19	chr18	1	1	4
Pcdhb20	chr18	0	0	0
Pcdhb21	chr18	2	2	2
Pcdhb22	chr18	0	0	1
Slc25a2	chr18	0	1	2
Taf7	chr18	177	181	181
Pcdhga1	chr18	2	31	171
Pcdhga2	chr18	1	7	171
Pcdhga3	chr18	6	7	171
Pcdhgb1	chr18	2	5	171
Pcdhga4	chr18	2	2	171
Pcdhgb2	chr18	0	0	171
Pcdhga5	chr18	34	36	171
Pcdhga6	chr18	15	16	171
Pcdhga7	chr18	31	32	170
Pcdhgb4	chr18	26	38	169
Pcdhga8	chr18	12	13	169
Pcdhgb5	chr18	43	50	169
Pcdhga9	chr18	1	1	168
Pcdhgb6	chr18	77	77	168
Pcdhga10	chr18	1	4	167
Pcdhgb7	chr18	48	57	167
Pcdhga11	chr18	11	11	167
Pcdhgb8	chr18	51	69	167
Pcdhga12	chr18	0	31	166
Pcdhgc3	chr18	146	156	165
Pcdhgc4	chr18	74	125	135
Pcdhgc5	chr18	0	0	95
Mir6979	chr18	0	0	0
Diaph1	chr18	166	175	182
Hdac3	chr18	141	150	151
Rell2	chr18	43	150	150
Fchsd1	chr18	136	145	145
Mir6981	chr18	0	0	0
Mir6980	chr18	0	0	0
Arap3	chr18	10	75	113
Pcdh1	chr18	0	2	29
1700086O06Rik	chr18	172	179	181
0610009O20Rik	chr18	165	179	180
Pcdh12	chr18	0	0	5
Rnf14	chr18	175	176	176
Gnpda1	chr18	137	150	150
Ndfip1	chr18	130	136	138
Spry4	chr18	113	134	134
Gm5820	chr18	0	2	126
Fgf1	chr18	19	32	123
Arhgap26	chr18	183	188	190
Nr3c1	chr18	0	0	117
Pabpc2	chr18	0	0	5
Yipf5	chr18	187	189	189
2900055J20Rik	chr18	16	19	19
Kctd16	chr18	0	0	117
Prelid2	chr18	165	170	175
Grxcr2	chr18	6	13	20
Sh3rf2	chr18	3	16	62
Plac8l1	chr18	0	0	2
Lars	chr18	187	191	191
Gm4013	chr18	181	186	186
Rbm27	chr18	185	186	186
Pou4f3	chr18	5	19	19
Tcerg1	chr18	181	193	193
Gpr151	chr18	0	16	16
Ppp2r2b	chr18	48	56	75
Stk32a	chr18	50	55	66
Dpysl3	chr18	94	106	112
Jakmip2	chr18	68	68	76
Spink1	chr18	2	2	26
Scgb3a2	chr18	0	0	0
Gm94	chr18	1	2	2
Spink5	chr18	0	0	14
Spink14	chr18	0	0	0
Spink6	chr18	0	2	2
Spink12	chr18	2	2	2
Gm10267	chr18	0	0	0
Spinkl	chr18	0	1	1
Spink11	chr18	0	0	0
Npy6r	chr18	0	0	2
Myot	chr18	0	0	2
Dcp2	chr18	181	186	186
A930012L18Rik	chr18	20	77	77
Mcc	chr18	127	135	167
Ythdc2	chr18	152	174	174
Kcnn2	chr18	2	63	99
A330093E20Rik	chr18	0	1	89
Trim36	chr18	151	172	174
Pggt1b	chr18	130	140	141
Ccdc112	chr18	175	177	177
Mospd4	chr18	5	40	40
Fem1c	chr18	179	190	190
Ticam2	chr18	80	119	132
Tmed7	chr18	157	175	177
Eif1a	chr18	170	175	176
Cdo1	chr18	51	68	68
Atg12	chr18	163	181	181
Ap3s1	chr18	124	181	182
Lvrn	chr18	2	17	58
Arl14epl	chr18	11	11	12
Commd10	chr18	183	186	186
Sema6a	chr18	79	96	124
9130209A04Rik	chr18	0	11	40
Gm5095	chr18	16	16	40
G630055G22Rik	chr18	0	0	39
1700044K03Rik	chr18	0	16	16
Dtwd2	chr18	190	191	191
1700065O20Rik	chr18	0	3	23
Dmxl1	chr18	117	192	192
Tnfaip8	chr18	184	187	187
Hsd17b4	chr18	165	174	174
Fam170a	chr18	0	2	17
Hdhd1a	chr18	0	0	4
Prr16	chr18	32	46	69
Ftmt	chr18	0	0	1
Srfbp1	chr18	173	176	177
Lox	chr18	15	28	37
Zfp474	chr18	0	1	38
1700034E13Rik	chr18	0	0	12
Gykl1	chr18	0	1	1
Sncaip	chr18	23	69	127
Snx2	chr18	160	170	171
Snx24	chr18	129	146	157
Ppic	chr18	40	54	57
Prdm6	chr18	8	28	60
Gm19466	chr18	9	21	78
Cep120	chr18	159	186	187
Csnk1g3	chr18	180	186	187
Redrum	chr18	21	21	89
9330117O12Rik	chr18	1	11	59
Zfp608	chr18	1	54	155
Gramd3	chr18	130	148	167
Mir1258	chr18	3	4	4
Aldh7a1	chr18	160	173	173
Phax	chr18	167	173	173
Tex43	chr18	0	0	0
Lmnb1	chr18	140	163	176
March3	chr18	193	193	193
Gm10536	chr18	0	0	0
C330018D20Rik	chr18	126	134	143
Megf10	chr18	35	64	127
Prrc1	chr18	148	153	158
Ctxn3	chr18	0	0	8
1700066O22Rik	chr18	11	12	48
1700011I03Rik	chr18	11	12	128
4930511M06Rik	chr18	2	6	7
2210409D07Rik	chr18	26	31	36
Slc12a2	chr18	112	156	156
Fbn2	chr18	14	22	118
Slc27a6	chr18	3	85	91
Isoc1	chr18	141	151	158
Adamts19	chr18	6	17	48
A730017C20Rik	chr18	2	4	10
Chsy3	chr18	128	135	136
Mir6355	chr18	0	0	0
Gm4951	chr18	15	17	17
Gm4841	chr18	5	6	9
F830016B08Rik	chr18	0	0	0
Iigp1	chr18	9	12	36
Smim3	chr18	2	115	147
Dctn4	chr18	183	191	191
Rbm22	chr18	152	160	160
Myoz3	chr18	0	2	54
Synpo	chr18	84	101	176
G630071F17Rik	chr18	0	0	39
Ndst1	chr18	0	10	95
Rps14	chr18	151	165	165
Cd74	chr18	50	63	94
Mir5107	chr18	0	1	1
Tcof1	chr18	172	173	175
Arsi	chr18	5	37	38
Camk2a	chr18	70	86	162
Mir7220	chr18	0	12	12
Mir6982	chr18	0	0	0
Slc6a7	chr18	1	3	17
Cdx1	chr18	0	1	16
Pdgfrb	chr18	31	33	86
Csf1r	chr18	20	26	68
Mir6983	chr18	0	0	0
Hmgxb3	chr18	148	161	161
Slc26a2	chr18	165	168	168
Pde6a	chr18	2	2	57
Mir378a	chr18	0	77	77
Ppargc1b	chr18	114	115	154
A530050N04Rik	chr18	0	0	42
Arhgef37	chr18	81	84	114
Csnk1a1	chr18	57	177	177
Bvht	chr18	1	16	114
Mir145a	chr18	0	66	66
Mir143	chr18	0	0	0
Mir143hg	chr18	2	49	104
Il17b	chr18	2	6	40
Pcyox1l	chr18	173	175	178
Grpel2	chr18	158	163	164
1500015A07Rik	chr18	156	163	163
Afap1l1	chr18	21	24	118
Ablim3	chr18	95	103	120
Sh3tc2	chr18	25	42	79
Adrb2	chr18	145	150	150
Htr4	chr18	10	36	44
Fbxo38	chr18	180	184	184
Spink10	chr18	177	184	184
Spink7	chr18	0	8	8
Spink13	chr18	3	5	126
2700046A07Rik	chr18	2	3	6
Apcdd1	chr18	153	159	160
Napg	chr18	148	150	151
Piezo2	chr18	14	28	105
Txnl1	chr18	170	177	177
Wdr7	chr18	166	172	178
St8sia3	chr18	0	0	44
St8sia3os	chr18	0	0	47
Onecut2	chr18	1	51	78
Fech	chr18	166	175	177
Nars	chr18	174	176	176
Atp8b1	chr18	70	76	144
Nedd4l	chr18	95	152	175
Mir122	chr18	0	0	0
Alpk2	chr18	0	10	129
Malt1	chr18	173	190	190
Zfp532	chr18	0	28	106
Oacyl	chr18	37	86	95
Sec11c	chr18	165	187	187
Grp	chr18	23	31	31
Rax	chr18	1	2	137
Cplx4	chr18	0	0	94
Lman1	chr18	179	181	181
Mir694	chr18	1	1	2
Ccbe1	chr18	82	91	151
Pmaip1	chr18	133	136	138
Gm9926	chr18	0	1	15
Mc4r	chr18	16	22	22
Gm19784	chr18	0	0	0
Gnal	chr18	24	53	163
Chmp1b	chr18	141	148	148
Mppe1	chr18	28	137	139
Impa2	chr18	146	164	169
Cidea	chr18	42	54	66
B430212C06Rik	chr18	3	54	131
Tubb6	chr18	80	110	123
Afg3l2	chr18	155	169	169
Slmo1	chr18	119	127	140
Spire1	chr18	0	65	114
Cep76	chr18	140	153	155
Psmg2	chr18	128	153	155
Ptpn2	chr18	168	183	183
Seh1l	chr18	170	178	178
4930549G23Rik	chr18	164	178	181
Cep192	chr18	173	178	180
Ldlrad4	chr18	82	119	171
Mir7219	chr18	0	0	0
Fam210a	chr18	181	184	184
Rnmt	chr18	181	184	184
Mc5r	chr18	104	137	137
Mc2r	chr18	1	1	2
Mir6356	chr18	0	15	15
4930546C10Rik	chr18	1	57	119
Mir145b	chr18	0	0	0
Tcf4	chr18	152	161	172
Ccdc68	chr18	34	41	49
Rab27b	chr18	86	126	142
Dynap	chr18	2	2	2
Stard6	chr18	164	166	167
4930503L19Rik	chr18	159	166	166
Mir6357	chr18	1	1	1
Poli	chr18	174	181	181
Mbd2	chr18	177	181	181
Dcc	chr18	27	31	76
Mex3c	chr18	178	192	192
Smad4	chr18	138	163	164
Elac1	chr18	147	155	160
Me2	chr18	177	189	189
Mro	chr18	0	0	106
D730045A05Rik	chr18	0	9	9
Mapk4	chr18	34	74	135
Ska1	chr18	151	155	155
Cxxc1	chr18	172	178	178
Mbd1	chr18	167	177	177
Cfap53	chr18	75	75	124
Myo5b	chr18	39	61	128
1700120E14Rik	chr18	0	2	31
Scarna17	chr18	45	179	179
Acaa2	chr18	156	179	179
Lipg	chr18	43	73	95
9030625G05Rik	chr18	0	0	1
Rpl17	chr18	142	148	148
BC031181	chr18	177	184	184
Dym	chr18	157	160	166
2010010A06Rik	chr18	0	0	34
Smad7	chr18	106	138	155
Gm10532	chr18	3	3	5
Ctif	chr18	95	116	181
Zbtb7c	chr18	77	93	151
2900057B20Rik	chr18	0	2	21
Mir6358	chr18	0	1	1
Smad2	chr18	143	179	179
Skor2	chr18	0	0	30
Ier3ip1	chr18	138	142	144
Hdhd2	chr18	157	162	166
Katnal2	chr18	167	172	172
Pias2	chr18	143	157	158
St8sia5	chr18	20	34	40
Loxhd1	chr18	0	0	40
Rnf165	chr18	7	34	57
8030462N17Rik	chr18	140	154	156
4930465K10Rik	chr18	125	154	154
Haus1	chr18	155	159	159
Atp5a1	chr18	136	148	149
Pstpip2	chr18	86	103	136
Epg5	chr18	165	170	173
Siglec15	chr18	9	23	101
Slc14a1	chr18	101	122	128
Slc14a2	chr18	9	10	162
Setbp1	chr18	12	122	148
