name2	chrom
Cd86	chr16
Ildr1	chr16
Slc15a2	chr16
Eaf2	chr16
Iqcb1	chr16
Golgb1	chr16
4930565N06Rik	chr16
Hcls1	chr16
Fbxo40	chr16
Polq	chr16
Stxbp5l	chr16
Gtf2e1	chr16
Rabl3	chr16
Hgd	chr16
Ndufb4	chr16
Fstl1	chr16
Lrrc58	chr16
Gpr156	chr16
4930542C21Rik	chr16
Gsk3b	chr16
BC031361	chr16
Nr1i2	chr16
Maats1	chr16
Cox17	chr16
Popdc2	chr16
Pla1a	chr16
Adprh	chr16
Cd80	chr16
Timmdc1	chr16
Poglut1	chr16
Tmem39a	chr16
Arhgap31	chr16
B4galt4	chr16
Upk1b	chr16
4930435E12Rik	chr16
Igsf11	chr16
Lsamp	chr16
Mir6540	chr16
Gap43	chr16
4932412D23Rik	chr16
Zbtb20	chr16
Gm19522	chr16
Gm15713	chr16
Mir568	chr16
Tigit	chr16
Drd3	chr16
Qtrtd1	chr16
Ccdc191	chr16
Zdhhc23	chr16
Mir3470b	chr16
Gramd1c	chr16
Atp6v1a	chr16
Naa50	chr16
Usf3	chr16
Sidt1	chr16
Spice1	chr16
Cfap44	chr16
Mir3081	chr16
Boc	chr16
Nepro	chr16
Gtpbp8	chr16
Cd200r1	chr16
Cd200r4	chr16
Cd200r2	chr16
Cd200r3	chr16
Ccdc80	chr16
Slc35a5	chr16
Atg3	chr16
Btla	chr16
Cd200	chr16
Gm609	chr16
Slc9c1	chr16
Gcsam	chr16
BC016579	chr16
Tmprss7	chr16
Tagln3	chr16
Abhd10	chr16
Phldb2	chr16
Plcxd2	chr16
Cd96	chr16
Gm4737	chr16
Pvrl3	chr16
Dppa4	chr16
Dppa2	chr16
Gm5485	chr16
Morc1	chr16
Trat1	chr16
Retnlb	chr16
Retnla	chr16
Retnlg	chr16
Dzip3	chr16
C330027C09Rik	chr16
Myh15	chr16
Ift57	chr16
Cd47	chr16
Gm6936	chr16
Gm4827	chr16
Bbx	chr16
G730013B05Rik	chr16
4930542D17Rik	chr16
Ccdc54	chr16
Mir6363	chr16
Dubr	chr16
1700116B05Rik	chr16
Cblb	chr16
Alcam	chr16
4930404A05Rik	chr16
Zpld1	chr16
Mir5118	chr16
Nfkbiz	chr16
Nxpe3	chr16
Cep97	chr16
Rpl24	chr16
Zbtb11	chr16
Zbtb11os1	chr16
Pcnp	chr16
Trmt10c	chr16
Senp7	chr16
Impg2	chr16
Abi3bp	chr16
Tfg	chr16
Adgrg7	chr16
Tmem45a	chr16
Tmem45a2	chr16
Tomm70a	chr16
Nit2	chr16
Tbc1d23	chr16
Tmem30c	chr16
Filip1l	chr16
Cmss1	chr16
Col8a1	chr16
Dcbld2	chr16
St3gal6	chr16
Gm813	chr16
E330017A01Rik	chr16
Cpox	chr16
Gpr15	chr16
Cldnd1	chr16
Olfr172	chr16
Olfr173	chr16
Olfr175-ps1	chr16
Olfr176	chr16
Olfr177	chr16
Olfr178	chr16
Olfr180	chr16
Olfr181	chr16
Olfr183	chr16
Olfr186	chr16
Olfr187	chr16
Olfr190	chr16
Olfr191	chr16
Olfr192	chr16
Olfr193	chr16
Olfr194	chr16
Olfr195	chr16
Olfr196	chr16
Olfr197	chr16
Olfr198	chr16
Olfr199	chr16
Olfr201	chr16
Olfr202	chr16
Olfr203	chr16
Olfr204	chr16
Olfr205	chr16
Olfr206	chr16
Olfr207	chr16
Olfr208	chr16
Olfr209	chr16
Gabrr3	chr16
1700022E09Rik	chr16
Mina	chr16
Crybg3	chr16
4930547E14Rik	chr16
Arl6	chr16
Epha6	chr16
Nsun3	chr16
Stx19	chr16
Arl13b	chr16
Pros1	chr16
Epha3	chr16
Csnka2ip	chr16
4930453N24Rik	chr16
Zfp654	chr16
Cggbp1	chr16
Htr1f	chr16
Pou1f1	chr16
Chmp2b	chr16
Vgll3	chr16
1700010K23Rik	chr16
Cadm2	chr16
4930428D20Rik	chr16
Speer2	chr16
Gbe1	chr16
D16Ertd519e	chr16
4931420L22Rik	chr16
4930567J20Rik	chr16
8030451O07Rik	chr16
Robo1	chr16
Mir691	chr16
Robo2	chr16
Lipi	chr16
Rbm11	chr16
Hspa13	chr16
Samsn1	chr16
4930578N18Rik	chr16
Nrip1	chr16
1700041M19Rik	chr16
Usp25	chr16
Mir99ahg	chr16
Mir99a	chr16
Mirlet7c-1	chr16
Mir125b-2	chr16
E330011O21Rik	chr16
Cxadr	chr16
Gm7334	chr16
Btg3	chr16,chr17
4930478L05Rik	chr16
D16Ertd472e	chr16
Chodl	chr16
Tmprss15	chr16
Ncam2	chr16
4930553E22Rik	chr16
4930529L06Rik	chr16
Mir155hg	chr16
Mir155	chr16
Mrpl39	chr16
Jam2	chr16
Atp5j	chr16
Gabpa	chr16
Gm10791	chr16
App	chr16
Cyyr1	chr16
Adamts1	chr16
4930556C24Rik	chr16
Adamts5	chr16
N6amt1	chr16
Ltn1	chr16
Rwdd2b	chr16
Usp16	chr16
Cct8	chr16
B130034C11Rik	chr16
Map3k7cl	chr16
Bach1	chr16
Grik1	chr16
Cldn17	chr16
Cldn8	chr16
Krtap24-1	chr16
2310079G19Rik	chr16
Krtap26-1	chr16
Krtap27-1	chr16
2310061N02Rik	chr16
Krtap13-1	chr16
Krtap13	chr16
2310034C09Rik	chr16
2310057N15Rik	chr16
Gm20741	chr16
Krtap14	chr16
Krtap15	chr16
Krtap19-1	chr16
Krtap19-2	chr16
Krtap19-3	chr16
Krtap19-4	chr16
Krtap19-5	chr16
Krtap19-9b	chr16
Krtap16-3	chr16
Krtap22-2	chr16
Gm10229	chr16
Krtap6-1	chr16
Gm10228	chr16
Krtap6-5	chr16
1110025L11Rik	chr16
Krtap20-2	chr16
Krtap21-1	chr16
Krtap6-2	chr16
Krtap8-1	chr16
Krtap7-1	chr16
Krtap11-1	chr16
Tiam1	chr16
Gm10789	chr16
Sod1	chr16
Scaf4	chr16
Hunk	chr16
Mis18a	chr16
Mrap	chr16
Urb1	chr16
Eva1c	chr16
1110004E09Rik	chr16
Synj1	chr16
4930404I05Rik	chr16
Paxbp1	chr16
4932438H23Rik	chr16
Olig2	chr16
Olig1	chr16
Ifnar2	chr16
Il10rb	chr16
A930006K02Rik	chr16
Ifnar1	chr16
Mir6367	chr16
Ifngr2	chr16
Tmem50b	chr16
Dnajc28	chr16
Gart	chr16
Son	chr16
Donson	chr16
Gm10785	chr16
Cryzl1	chr16
Itsn1	chr16
Atp5o	chr16
Slc5a3	chr16
Mrps6	chr16
Kcne2	chr16
Smim11	chr16
1700048M11Rik	chr16
4930563D23Rik	chr16
Kcne1	chr16
Gm29805	chr16
Rcan1	chr16
2410124H12Rik	chr16
Clic6	chr16
Runx1	chr16
1810053B23Rik	chr16
Mir802	chr16
1700029J03Rik	chr16
Setd4	chr16
Cbr1	chr16
Cbr3	chr16
Dopey2	chr16
Morc3	chr16
Chaf1b	chr16
Cldn14	chr16
Sim2	chr16
Hlcs	chr16
Ripply3	chr16
Pigp	chr16
Ttc3	chr16
Dscr3	chr16
Dyrk1a	chr16
Kcnj6	chr16
Kcnj15	chr16
Erg	chr16
Ets2	chr16
1600002D24Rik	chr16
Psmg1	chr16
Brwd1	chr16
Hmgn1	chr16
Wrb	chr16
Lca5l	chr16
Sh3bgr	chr16
B3galt5	chr16
Igsf5	chr16
Itgb2l	chr16
Pcp4	chr16
Dscam	chr16
Bace2	chr16
Mx1	chr16
Fam3b	chr16
Mx2	chr16
Tmprss2	chr16
Ripk4	chr16
Prdm15	chr16
Mir6964	chr16
C2cd2	chr16
Zbtb21	chr16
B230307C23Rik	chr16
A630089N07Rik	chr16
Pisd-ps2	chr17
Scaf8	chr17
Tiam2	chr17
Cldn20	chr17
Tfb1m	chr17
1700102H20Rik	chr17
Nox3	chr17
4930470H14Rik	chr17
4930548J01Rik	chr17
4930517M08Rik	chr17
Arid1b	chr17
Ldhal6b	chr17
Tmem242	chr17
Gm8363	chr17
Zdhhc14	chr17
3300005D01Rik	chr17
Snx9	chr17
Synj2	chr17
Serac1	chr17
Gtf2h5	chr17
Tulp4	chr17
Tmem181a	chr17
Dynlt1a	chr17
Dynlt1b	chr17
Tmem181b-ps	chr17
Dynlt1f	chr17
Dynlt1c	chr17
Tmem181c-ps	chr17
Sytl3	chr17
Ezr	chr17
Mir692-1	chr17
Rsph3b	chr17
Tagap1	chr17
Rnaset2b	chr17
Gm1604b	chr17
Rps6ka2	chr17
Tcp10a	chr17
Ttll2	chr17
Gm9992	chr17
Fndc1	chr17
Tagap	chr17
Rsph3a	chr17
Rnaset2a	chr17
Fgfr1op	chr17
Ccr6	chr17
Mpc1	chr17
Sft2d1	chr17
4930506C21Rik	chr17
Prr18	chr17
T2	chr17
Gm16702	chr17
T	chr17
Pde10a	chr17
1700010I14Rik	chr17
6530411M01Rik	chr17
Pabpc6	chr17
4930452A19Rik	chr17
Qk	chr17
Cahm	chr17
1700110C19Rik	chr17
A230009B12Rik	chr17
Pacrg	chr17
Park2	chr17
D17Ertd648e	chr17
Agpat4	chr17
Map3k4	chr17
4732491K20Rik	chr17
Plg	chr17
C030013G03Rik	chr17
Slc22a3	chr17
Slc22a2	chr17
Slc22a1	chr17
Airn	chr17
Igf2r	chr17
Mas1	chr17
Mrgprh	chr17
Pnldc1	chr17
Mrpl18	chr17
Tcp1	chr17
Snora20	chr17
Acat3	chr17
Acat2	chr17
Wtap	chr17
Sod2	chr17
Gpr31b	chr17
Tcp10b	chr17
Gm11166	chr17
Unc93a	chr17
Gm10512	chr17
Smok2a	chr17
Smok2b	chr17
Tcp10c	chr17
Smok4a	chr17
2700054A10Rik	chr17
Mllt4	chr17
Tcte2	chr17
Gm7168	chr17
Dact2	chr17
Smoc2	chr17
4930474M22Rik	chr17
Thbs2	chr17
Wdr27	chr17
1600012H06Rik	chr17
LOC106740	chr17
Phf10	chr17
Gm3417	chr17
Gm3448	chr17
9030025P20Rik	chr17
Gm3435	chr17
Tcte3	chr17
Ermard	chr17
Gm5091	chr17
Gm10510	chr17
Dll1	chr17
Fam120b	chr17
Psmb1	chr17
Tbp	chr17
Pdcd2	chr17
Prdm9	chr17
4933401D09Rik	chr17
Chd1	chr17
Rgmb	chr17
Zfp960	chr17
Zfp97	chr17
Riok2	chr17
Lix1	chr17
Lnpep	chr17
Vmn2r90	chr17
Mir99b	chr17
Mirlet7e	chr17
Mir125a	chr17
Spaca6	chr17
Has1	chr17
Fpr1	chr17
Fpr2	chr17
Fpr3	chr17
Fpr-rs4	chr17
Vmn2r124	chr17
Vmn2r91	chr17
Vmn2r92	chr17
Vmn2r94	chr17
Vmn2r93	chr17
Vmn2r95	chr17
Vmn2r96	chr17
Vmn2r97	chr17
Vmn2r98	chr17
Vmn2r99	chr17
Vmn2r100	chr17
Vmn2r101	chr17
Vmn2r102	chr17
Vmn2r103	chr17
Vmn2r104	chr17
Fpr-rs6	chr17
Vmn2r105	chr17
Vmn2r106	chr17
Vmn2r107	chr17
Vmn1r224	chr17
Vmn2r108	chr17
Vmn1r225	chr17
Vmn2r109	chr17
Vmn2r110	chr17
Fpr-rs3	chr17
Vmn1r226	chr17
Vmn1r227	chr17
Vmn1r228	chr17
Vmn1r229	chr17
Vmn1r230	chr17
Vmn1r231	chr17
Vmn1r232	chr17
Ppp2r1a	chr17
Vmn1r233	chr17
Zfp160	chr17
Vmn1r234	chr17
Vmn1r235	chr17
Vmn1r236	chr17
Vmn1r237	chr17
Zfp677	chr17
Zfp54	chr17
Zfp51	chr17
Zfp53	chr17
Zfp52	chr17
9330136K24Rik	chr17
Zfp948	chr17
3110052M02Rik	chr17
Gm10509	chr17
Zfp760	chr17
Zfp229	chr17
Zfp820	chr17
2210404O09Rik	chr17
Zfp942	chr17
Zfp943	chr17
Zfp947	chr17
Gm4944	chr17
Zfp944	chr17
Zfp758	chr17
Zfp946	chr17
Vmn2r111	chr17
Vmn2r112	chr17
Gm16386	chr17
Zfp945	chr17
Vmn2r113	chr17
Vmn2r-ps129	chr17
Zfp40	chr17
Vmn2r114	chr17
Vmn2r115	chr17
Vmn2r116	chr17
Vmn2r117	chr17
6330415G19Rik	chr17
Zfp213	chr17
Zfp13	chr17
Zscan10	chr17
Mmp25	chr17
Ccdc64b	chr17
Hcfc1r1	chr17
Thoc6	chr17
Tnfrsf12a	chr17
Cldn6	chr17
Cldn9	chr17
Pkmyt1	chr17
Paqr4	chr17
Kremen2	chr17
9530082P21Rik	chr17
Flywch1	chr17
Flywch2	chr17
Srrm2	chr17
Mir5125	chr17
Tceb2	chr17
Prss33	chr17
Prss41	chr17
Prss32	chr17
Prss21	chr17
Dcpp1	chr17
Dcpp2	chr17
Dcpp3	chr17
Sbp	chr17
Sbpl	chr17
Prss30	chr17
Prss22	chr17
Prss27	chr17
Kctd5	chr17
Pdpk1	chr17
Amdhd2	chr17
Atp6v0c-ps2	chr17
Atp6v0c	chr17
Tbc1d24	chr17
Ntn3	chr17
1600002H07Rik	chr17
Mir5134	chr17
Mir6965	chr17
Ccnf	chr17
Abca17	chr17
Abca3	chr17
D330041H03Rik	chr17
Rnps1	chr17
Eci1	chr17
Dnase1l2	chr17
E4f1	chr17
Pgp	chr17
Bricd5	chr17
Mlst8	chr17
Caskin1	chr17
Traf7	chr17
Rab26os	chr17
Rab26	chr17
Pkd1	chr17
Tsc2	chr17
Nthl1	chr17
Slc9a3r2	chr17
Npw	chr17
Zfp598	chr17
Syngr3	chr17
Gfer	chr17
Noxo1	chr17
Tbl3	chr17
Rnf151	chr17
Snora78	chr17
Snhg9	chr17
Rps2	chr17
Snora64	chr17
Ndufb10	chr17
Rpl3l	chr17
Msrb1	chr17
Hs3st6	chr17
Meiob	chr17
Fahd1	chr17
Hagh	chr17
Igfals	chr17
Nubp2	chr17
Spsb3	chr17
Eme2	chr17
Mrps34	chr17
Nme3	chr17
Mapk8ip3	chr17
Hn1l	chr17
Cramp1l	chr17
Ift140	chr17
Tmem204	chr17
Telo2	chr17
Ptx4	chr17
Clcn7	chr17
Ccdc154	chr17
BC003965	chr17
Unkl	chr17
Gnptg	chr17
Tsr3	chr17
Mir3547	chr17
Baiap3	chr17
Ube2i	chr17
Gm17801	chr17
Prss34	chr17
Prss28	chr17
Prss29	chr17
Tpsab1	chr17
Tpsb2	chr17
Tpsg1	chr17
Cacna1h	chr17
Tekt4	chr17
Sstr5	chr17
Sox8	chr17
2810468N07Rik	chr17
Lmf1	chr17
Gng13	chr17
Chtf18	chr17
Rpusd1	chr17
Mslnl	chr17
Msln	chr17
Narfl	chr17
Mir6966	chr17
Haghl	chr17
Ccdc78	chr17
Fam173a	chr17
Metrn	chr17
Fbxl16	chr17
Wdr24	chr17
Jmjd8	chr17
Mir3082	chr17
Stub1	chr17
Rhbdl1	chr17
Rhot2	chr17
Wdr90	chr17
Fam195a	chr17
0610011F06Rik	chr17
Wfikkn1	chr17
Gm10012	chr17
Rab40c	chr17
Pigq	chr17
Nhlrc4	chr17
Capn15	chr17
Rab11fip3	chr17
Decr2	chr17
Nme4	chr17
Tmem8	chr17
Mrpl28	chr17
Axin1	chr17
Pdia2	chr17
Arhgdig	chr17
Rgs11	chr17
Fam234a	chr17
Luc7l	chr17
Neurl1b	chr17
Dusp1	chr17
Ergic1	chr17
Atp6v0e	chr17
Crebrf	chr17
Bnip1	chr17
Nkx2-5	chr17
Kifc5b	chr17
Gm27740	chr17
Gm27775	chr17
Phf1	chr17
Mir6968	chr17
Cuta	chr17
Syngap1	chr17
Mir3083	chr17
Zbtb9	chr17
Ggnbp1	chr17
Bak1	chr17
Itpr3	chr17
Mir7677	chr17
Uqcc2	chr17
Ip6k3	chr17
Lemd2	chr17
9630028I04Rik	chr17
Mir7214	chr17
Mir7216	chr17
Mir7217	chr17
Mir7218	chr17
Grm4	chr17
Hmga1	chr17
Hmga1-rs1	chr17
AI413582	chr17
Nudt3	chr17
Rps10	chr17
Pacsin1	chr17
Spdef	chr17
D17Wsu92e	chr17
Snrpc	chr17
Uhrf1bp1	chr17
Taf11	chr17
Anks1	chr17
Tcp11	chr17
Scube3	chr17
Zfp523	chr17
Def6	chr17
Ppard	chr17
1810013A23Rik	chr17
Fance	chr17
Rpl10a	chr17
Tead3	chr17
Tulp1	chr17
Fkbp5	chr17
Armc12	chr17
Clpsl2	chr17
Mir6969	chr17
Clps	chr17
Lhfpl5	chr17
Srpk1	chr17
Slc26a8	chr17
Mapk14	chr17
Mapk13	chr17
Brpf3	chr17
Pnpla1	chr17
1700030A11Rik	chr17
4930539E08Rik	chr17
Pxt1	chr17
Kctd20	chr17
Stk38	chr17
Srsf3	chr17
Trp53cor1	chr17
Cdkn1a	chr17
Rab44	chr17
Cpne5	chr17
Ppil1	chr17
BC004004	chr17
Pi16	chr17
Mtch1	chr17
Fgd2	chr17
Pim1	chr17
Tmem217	chr17
Tbc1d22b	chr17
Mir7667	chr17
Tbc1d22bos	chr17
Rnf8	chr17
Rnf8-cmtr1	chr17
Cmtr1	chr17
Ccdc167	chr17
Mdga1	chr17
Zfand3	chr17
Mir6412	chr17
Gm6402	chr17
Btbd9	chr17
Glo1	chr17
1700097N02Rik	chr17
Dnah8	chr17
Glp1r	chr17
Umodl1	chr17
Abcg1	chr17
Tff3	chr17
Tff2	chr17
Tmprss3	chr17
Ubash3a	chr17
Rsph1	chr17
Slc37a1	chr17
Pde9a	chr17
Wdr4	chr17
Ndufv3	chr17
Pknox1	chr17
Cbs	chr17
U2af1	chr17
Cryaa	chr17
Sik1	chr17
Hsf2bp	chr17
Rrp1b	chr17
Pdxk-ps	chr17
Notch3	chr17
Ephx3	chr17
Gm4432	chr17
Brd4	chr17
Akap8	chr17
Akap8l	chr17
Wiz	chr17
A530088E08Rik	chr17
Rasal3	chr17
Pglyrp2	chr17
Cyp4f39	chr17
Cyp4f17	chr17
Cyp4f16	chr17
Cyp4f37	chr17
Cyp4f40	chr17
Cyp4f15	chr17
Zfp871	chr17
Zfp811	chr17
Zfp799	chr17
Zfp870	chr17
Cyp4f14	chr17
Cyp4f13	chr17
Cyp4f41-ps	chr17
Zfp472	chr17
Zfp952	chr17
Zfp763	chr17
4921501E09Rik	chr17
Zfp563	chr17
Morc2b	chr17
Olfr55	chr17
Olfr239	chr17
Gm4461	chr17
Zfp955a	chr17
Olfr63	chr17
Zfp955b	chr17
Zfp81	chr17
Zfp101	chr17
Actl9	chr17
Adamts10	chr17
Myo1f	chr17
Zfp414	chr17
Pram1	chr17
Hnrnpm	chr17
March2	chr17
Rab11b	chr17
Angptl4	chr17
Kank3	chr17
Rps28	chr17
Ndufa7	chr17
Cd320	chr17
Kifc1	chr17
Platr17	chr17
BC051226	chr17
Daxx	chr17
Zbtb22	chr17
Tapbp	chr17
Rgl2	chr17
Pfdn6	chr17
Wdr46	chr17
B3galt4	chr17
Rps18	chr17
Vps52	chr17
H2-K2	chr17
AA388235	chr17
H2-K1	chr17
Ring1	chr17
Mir219c	chr17
Mir219a-1	chr17
H2-Ke6	chr17
Slc39a7	chr17
Rxrb	chr17
Col11a2	chr17
H2-Oa	chr17
BC051537	chr17
Brd2	chr17
H2-DMa	chr17
H2-DMb2	chr17
H2-DMb1	chr17
Psmb9	chr17
Tap1	chr17
Psmb8	chr17
Tap2	chr17
H2-Ob	chr17
H2-Ab1	chr17
H2-Aa	chr17
H2-Eb1	chr17
H2-Eb2	chr17
H2-Ea-ps	chr17
Btnl2	chr17
Btnl1	chr17
BC051142	chr17
Btnl4	chr17
Btnl5-ps	chr17
Btnl6	chr17
Notch4	chr17
Gpsm3	chr17
Pbx2	chr17
Ager	chr17
Rnf5	chr17
Agpat1	chr17
Egfl8	chr17
Ppt2	chr17
Prrt1	chr17
Fkbpl	chr17
Atf6b	chr17
Tnxb	chr17
C4b	chr17
Cyp21a1	chr17
C4a	chr17
Stk19	chr17
Dxo	chr17
Mir6971	chr17
Mir6970	chr17
Skiv2l	chr17
Nelfe	chr17
Mir6972	chr17
Cfb	chr17
C2	chr17
Zbtb12	chr17
Ehmt2	chr17
Slc44a4	chr17
Neu1	chr17
Snord52	chr17
1110038B12Rik	chr17
Hspa1b	chr17
Hspa1a	chr17
Hspa1l	chr17
Lsm2	chr17
D17H6S56E-5	chr17
Vars	chr17
Vwa7	chr17
Sapcd1	chr17
Msh5	chr17
Clic1	chr17
Ddah2	chr17
G6bos	chr17
G6b	chr17
Ly6g6c	chr17
Ly6g6d	chr17
Ly6g6e	chr17
Ly6g6f	chr17
Abhd16a	chr17
Ly6g5c	chr17
Ly6g5b	chr17
Csnk2b	chr17
Gpank1	chr17
D17H6S53E	chr17
Apom	chr17
Bag6	chr17
Prrc2a	chr17
Aif1	chr17
Lst1	chr17
Ltb	chr17
Mir6973a	chr17
Tnf	chr17
Mir6974	chr17
Lta	chr17
Nfkbil1	chr17
Atp6v1g2	chr17
Ddx39b	chr17
Mir6975	chr17
Mir8094	chr17
H2-D1	chr17
H2-L	chr17
LOC547349	chr17
H2-Q1	chr17
H2-Q2	chr17
H2-Q4	chr17
H2-Q5	chr17
H2-Q8	chr17
H2-Q6	chr17
H2-Q7	chr17
H2-Q9	chr17
H2-Q10	chr17
Pou5f1	chr17
Tcf19	chr17
Cchcr1	chr17
Psors1c2	chr17
Cdsn	chr17
2300002M23Rik	chr17
Gm9573	chr17
Dpcr1	chr17
Sfta2	chr17
Vars2	chr17
Gtf2h4	chr17
Ddr1	chr17
4833427F10Rik	chr17
Ier3	chr17
Flot1	chr17
Tubb5	chr17
Mdc1	chr17
Nrm	chr17
Ppp1r18	chr17
Dhx16	chr17
2310061I04Rik	chr17
Atat1	chr17
Mrps18b	chr17
Ppp1r10	chr17
Mir1894	chr17
Gm8801	chr17
Mir877	chr17
Abcf1	chr17
Prr3	chr17
Gnl1	chr17
A930015D03Rik	chr17
H2-T24	chr17
H2-T23	chr17
H2-T9	chr17
H2-T22	chr17
Gm6034	chr17
Gm11127	chr17
H2-Bl	chr17
C920025E04Rik	chr17
H2-T10	chr17
Gm7030	chr17
2410017I17Rik	chr17
Gm8909	chr17
Gm6623	chr17
H2-T3	chr17
Rpp21	chr17
Trim39	chr17
H2-M10.2	chr17
H2-M10.1	chr17
H2-M10.3	chr17
H2-M10.4	chr17
H2-M11	chr17
H2-M9	chr17
H2-M1	chr17
H2-M10.5	chr17
H2-M10.6	chr17
Trim26	chr17
Trim15	chr17
Trim10	chr17
Trim40	chr17
Trim31	chr17
1700031A10Rik	chr17
Rnf39	chr17
Ppp1r11	chr17
Znrd1	chr17
Znrd1as	chr17
2410137M14Rik	chr17
H2-M5	chr17
Zfp57	chr17
Mog	chr17
Gabbr1	chr17
Olfr90	chr17
Olfr91	chr17
Olfr92	chr17
Olfr93	chr17
Ubd	chr17
Olfr94	chr17
Olfr95	chr17
Olfr96	chr17
Olfr97	chr17
Olfr98	chr17
H2-M3	chr17
Olfr99	chr17
Olfr101	chr17
Olfr100	chr17
Olfr102	chr17
Olfr103	chr17
Olfr107	chr17
Olfr108	chr17
Olfr109	chr17
H2-M2	chr17
Olfr110	chr17
Olfr111	chr17
Olfr112	chr17
Olfr113	chr17
Olfr114	chr17
Olfr115	chr17
Olfr116	chr17
Olfr117	chr17
Olfr118	chr17
Olfr119	chr17
Olfr120	chr17
Olfr121	chr17
Olfr122	chr17
Olfr123	chr17
Olfr124	chr17
Olfr125	chr17
Olfr126	chr17
Olfr127	chr17
Olfr128	chr17
Olfr761	chr17
Olfr129	chr17
Olfr130	chr17
Olfr131	chr17
Olfr132	chr17
Olfr133	chr17
Olfr134	chr17
Olfr135	chr17
Olfr138	chr17
Olfr137	chr17
Olfr136	chr17
Esp36	chr17
Esp34	chr17
Esp31	chr17
Esp24	chr17
Esp23	chr17
Esp18	chr17
Esp16	chr17
Esp15	chr17
Rn45s	chr17
Esp38	chr17
Pgk2	chr17
Crisp3	chr17
Crisp1	chr17
Esp8	chr17
Esp6	chr17
Esp6Esp5	chr17
Esp5	chr17
Esp4	chr17
Esp3	chr17
Esp1	chr17
Crisp2	chr17
Rhag	chr17
9130008F23Rik	chr17
Glyatl3	chr17
Cenpq	chr17
Mut	chr17
Ptchd4	chr17
Opn5	chr17
Adgrf4	chr17
Adgrf2	chr17
Cd2ap	chr17
Tnfrsf21	chr17
E130008D07Rik	chr17
Adgrf1	chr17
Adgrf5	chr17
Mep1a	chr17
Ankrd66	chr17
Pla2g7	chr17
1700071M16Rik	chr17
Tdrd6	chr17
Slc25a27	chr17
Cyp39a1	chr17
Rcan2	chr17
Enpp5	chr17
Enpp4	chr17
Clic5	chr17
Runx2	chr17
Supt3	chr17
4930564C03Rik	chr17
Cdc5l	chr17
B230354K17Rik	chr17
Spats1	chr17
Aars2	chr17
Tcte1	chr17
Tmem151b	chr17
Nfkbie	chr17
Slc35b2	chr17
Hsp90ab1	chr17
Slc29a1	chr17
Gm7325	chr17
Capn11	chr17
Tmem63b	chr17
Mrpl14	chr17
1600014C23Rik	chr17
Vegfa	chr17
Mrps18a	chr17
Rsph9	chr17
Mad2l1bp	chr17
Gtpbp2	chr17
Polh	chr17
Xpo5	chr17
Mir693	chr17
Polr1c	chr17
Yipf3	chr17
Lrrc73	chr17
Tjap1	chr17
Dlk2	chr17
Abcc10	chr17
Zfp318	chr17
Crip3	chr17
Slc22a7	chr17
Ttbk1	chr17
Dnph1	chr17
Cul9	chr17
Mir6976	chr17
Srf	chr17
Ptk7	chr17
Klc4	chr17
Mrpl2	chr17
Cul7	chr17
Rrp36	chr17
Mea1	chr17
Klhdc3	chr17
Ppp2r5d	chr17
Pex6	chr17
Gnmt	chr17
Cnpy3	chr17
Ptcra	chr17
2310039H08Rik	chr17
Rpl7l1	chr17
Gltscr1l	chr17
Tbcc	chr17
Prph2	chr17
Ubr2	chr17
Trerf1	chr17
Mrps10	chr17
Guca1b	chr17
Guca1a	chr17
1700001C19Rik	chr17
AI661453	chr17
Taf8	chr17
Ccnd3	chr17
Bysl	chr17
Med20	chr17
Usp49	chr17
Tomm6os	chr17
Tomm6	chr17
Prickle4	chr17
Frs3	chr17
Frs3os	chr17
Pgc	chr17
Tfeb	chr17
Mdfi	chr17
Foxp4	chr17
1700122O11Rik	chr17
1700067P10Rik	chr17
A730006G06Rik	chr17
9830107B12Rik	chr17
A530064D06Rik	chr17
Trem1	chr17
Trem3	chr17
Treml4	chr17
Treml2	chr17
B430306N03Rik	chr17
Trem2	chr17
Treml1	chr17
Nfya	chr17
Oard1	chr17
Apobec2	chr17
Tspo2	chr17
Unc5cl	chr17
Lrfn2	chr17
1700008K24Rik	chr17
Gm17830	chr17
Mocs1	chr17
Daam2	chr17
Kif6	chr17
Rftn1	chr17
AY702103	chr17
Dazl	chr17
Plcl2	chr17
Tbc1d5	chr17
C330011F03Rik	chr17
Satb1	chr17
Gm20098	chr17
Kcnh8	chr17
Efhb	chr17
Rab5a	chr17
Pp2d1	chr17
Kat2b	chr17
Sgol1	chr17
4932415M13Rik	chr17
Sult1c2	chr17
Sult1c1	chr17
Slc5a7	chr17
1700025K24Rik	chr17
St6gal2	chr17
Vmn2r118	chr17
Pot1b	chr17
Adgre4	chr17
Zfp119a	chr17
Zfp959	chr17
Zfp119b	chr17
Ebi3	chr17
Ccdc94	chr17
Gm16712	chr17
Shd	chr17
Fsd1	chr17
Stap2	chr17
Mpnd	chr17
Sh3gl1	chr17
Chaf1a	chr17
Ubxn6	chr17
Hdgfrp2	chr17
Plin4	chr17
Plin5	chr17
Lrg1	chr17
Sema6b	chr17
Tnfaip8l1	chr17
Mydgf	chr17
Dpp9	chr17
Mir7b	chr17
Fem1a	chr17
Ticam1	chr17
Plin3	chr17
Arrdc5	chr17
Uhrf1	chr17
Kdm4b	chr17
Mir6977	chr17
Ptprs	chr17
Znrf4	chr17
Gm20219	chr17
Safb2	chr17
Safb	chr17
2410015M20Rik	chr17
