name2	chrom	tss_samples	tss1k_samples	gene1k_samples
Adck5	chr15	142	148	148
Cpsf1	chr15	146	147	147
Slc39a4	chr15	42	62	65
Vps28	chr15	136	140	140
Tonsl	chr15	166	168	171
Cyhr1	chr15	175	180	180
Kifc2	chr15	26	180	180
Foxh1	chr15	0	3	13
Ppp1r16a	chr15	162	168	169
Gpt	chr15	0	4	126
Mfsd3	chr15	149	155	155
Recql4	chr15	140	148	148
Lrrc14	chr15	114	148	159
Lrrc24	chr15	8	137	151
C030006K11Rik	chr15	135	149	154
Arhgap39	chr15	153	158	169
Zfp251	chr15	124	133	133
Zfp7	chr15	150	153	153
Commd5	chr15	119	128	128
Rpl8	chr15	125	128	128
Zfp647	chr15	123	139	139
1110038F14Rik	chr15	130	132	132
Mb	chr15	2	2	49
Apol6	chr15	0	0	12
1700109K24Rik	chr15	0	0	3
Rbfox2	chr15	142	152	152
Apol7a	chr15	0	2	2
Apol9a	chr15	0	1	40
Apol7b	chr15	29	29	30
Apol10a	chr15	0	0	0
Apol11a	chr15	2	2	3
Apol7c	chr15	0	0	0
1700025B11Rik	chr15	0	0	0
Apol10b	chr15	5	6	6
Gm8221	chr15	0	1	14
Apol11b	chr15	1	1	1
Apol7e	chr15	29	29	29
Apol9b	chr15	0	0	46
Apol8	chr15	21	21	42
Myh9	chr15	178	190	191
Txn2	chr15	180	182	183
Foxred2	chr15	153	157	161
Eif3d	chr15	144	151	151
Cacng2	chr15	0	86	100
Ift27	chr15	174	186	186
Pvalb	chr15	8	8	10
Ncf4	chr15	85	86	112
Mir7676-1	chr15	0	0	0
Mir7676-2	chr15	0	0	0
Csf2rb2	chr15	34	35	47
Csf2rb	chr15	46	47	56
Tex33	chr15	1	4	51
Tst	chr15	66	167	167
Mpst	chr15	138	167	167
Kctd17	chr15	37	59	80
Tmprss6	chr15	0	0	126
Il2rb	chr15	40	42	52
C1qtnf6	chr15	4	27	42
Sstr3	chr15	0	4	30
Rac2	chr15	96	110	112
Cyth4	chr15	74	84	106
Elfn2	chr15	1	4	87
Mfng	chr15	123	136	139
Card10	chr15	75	85	92
Cdc42ep1	chr15	30	40	110
Lgals2	chr15	1	3	92
Gga1	chr15	158	167	167
Mir6955	chr15	0	0	0
Sh3bp1	chr15	56	81	96
Pdxp	chr15	163	171	171
Lgals1	chr15	61	92	129
Nol12	chr15	119	126	133
Triobp	chr15	153	164	169
Mir6956	chr15	2	2	2
Gm10865	chr15	0	0	20
H1f0	chr15	17	101	147
Gcat	chr15	133	138	158
Galr3	chr15	0	6	11
Ankrd54	chr15	171	187	187
Eif3l	chr15	116	118	120
Micall1	chr15	105	119	132
1700088E04Rik	chr15	132	134	134
Polr2f	chr15	130	134	136
Sox10	chr15	0	0	9
Gm10863	chr15	0	0	111
Pick1	chr15	119	119	148
Slc16a8	chr15	1	2	13
Baiap2l2	chr15	0	0	120
Pla2g6	chr15	170	179	181
Maff	chr15	167	171	172
Mir1943	chr15	6	27	27
Tmem184b	chr15	132	140	156
Csnk1e	chr15	73	89	105
Kcnj4	chr15	4	13	16
Kdelr3	chr15	39	43	50
Ddx17	chr15	171	172	172
Dmc1	chr15	17	20	40
Fam227a	chr15	142	150	152
Cby1	chr15	124	150	150
Tomm22	chr15	136	139	139
Josd1	chr15	128	135	135
Gtpbp1	chr15	111	187	187
Sun2	chr15	148	156	158
Gm16576	chr15	132	156	157
Dnal4	chr15	174	177	178
Nptxr	chr15	42	53	69
Cbx6	chr15	108	119	121
Npcd	chr15	108	119	136
Apobec3	chr15	117	134	138
D730005E14Rik	chr15	24	133	134
Cbx7	chr15	127	138	149
Mir7213	chr15	0	0	0
Pdgfb	chr15	17	29	70
Snord83b	chr15	0	0	0
Snord43	chr15	20	150	150
Rpl3	chr15	146	150	151
Syngr1	chr15	87	97	118
Tab1	chr15	134	145	158
Mgat3	chr15	7	14	60
Mief1	chr15	165	182	182
Atf4	chr15	175	185	185
Rps19bp1	chr15	136	143	143
Cacna1i	chr15	0	0	88
Enthd1	chr15	12	48	116
Grap2	chr15	80	88	127
Mir6957	chr15	0	0	0
Fam83f	chr15	44	79	117
A430088P11Rik	chr15	41	53	60
Tnrc6b	chr15	167	188	188
Mir5113	chr15	0	1	1
Adsl	chr15	132	136	136
Sgsm3	chr15	129	131	133
Mkl1	chr15	178	187	189
4930483J18Rik	chr15	187	187	187
Mchr1	chr15	7	12	18
8430426J06Rik	chr15	6	17	18
Slc25a17	chr15	154	164	165
St13	chr15	166	180	180
Xpnpep3	chr15	126	180	182
Dnajb7	chr15	0	0	0
Rbx1	chr15	175	183	183
Ep300	chr15	129	161	161
L3mbtl2	chr15	148	153	154
Chadl	chr15	0	1	117
Rangap1	chr15	169	179	179
Zc3h7b	chr15	1	119	122
Tef	chr15	185	190	190
Tob2	chr15	53	92	128
Phf5a	chr15	137	161	161
Aco2	chr15	145	161	162
Polr3h	chr15	168	173	173
Csdc2	chr15	12	19	35
Pmm1	chr15	167	174	174
1700029P11Rik	chr15	0	0	0
Desi1	chr15	154	182	182
Xrcc6	chr15	177	182	183
Nhp2l1	chr15	119	126	127
4930407I10Rik	chr15	0	0	8
Mei1	chr15	0	15	164
Ccdc134	chr15	165	166	167
Srebf2	chr15	158	188	188
Mir33	chr15	4	29	29
Shisa8	chr15	4	40	57
Tnfrsf13c	chr15	63	79	79
Cenpm	chr15	148	159	160
1500009C09Rik	chr15	23	29	53
Sept3	chr15	14	32	42
Wbp2nl	chr15	7	10	20
Naga	chr15	145	148	148
Fam109b	chr15	17	61	176
Smdt1	chr15	169	176	176
Ndufa6	chr15	177	182	182
Cyp2d22	chr15	34	60	63
Mir7684	chr15	0	0	0
Cyp2d11	chr15	0	0	0
Cyp2d10	chr15	0	0	1
Cyp2d9	chr15	0	0	0
Cyp2d12	chr15	0	0	0
Cyp2d34	chr15	0	0	0
Cyp2d13	chr15	0	0	4
Cyp2d37-ps	chr15	0	0	0
Cyp2d40	chr15	0	0	0
Cyp2d26	chr15	0	0	1
Tbrg3	chr15	1	131	131
Gm20324	chr15	107	146	151
Tcf20	chr15	21	24	154
Mir3080	chr15	2	7	7
Nfam1	chr15	38	51	108
Serhl	chr15	129	132	133
Rrp7a	chr15	132	140	140
Poldip3	chr15	160	180	180
Rnu12	chr15	167	180	180
Cyb5r3	chr15	172	178	179
A4galt	chr15	22	27	52
Arfgap3	chr15	152	158	160
1700001L05Rik	chr15	129	135	135
Pacsin2	chr15	164	172	178
Ttll1	chr15	157	161	161
Bik	chr15	86	93	110
Mcat	chr15	133	137	137
Tspo	chr15	117	135	141
Ttll12	chr15	127	139	145
Scube1	chr15	64	68	151
Mpped1	chr15	1	3	39
Efcab6	chr15	10	11	62
Sult4a1	chr15	18	19	23
Pnpla5	chr15	0	1	20
Pnpla3	chr15	148	151	151
Mir6392	chr15	54	151	151
Samm50	chr15	157	160	164
Parvb	chr15	58	70	162
Parvg	chr15	80	90	91
1810041L15Rik	chr15	0	1	110
Ldoc1l	chr15	107	112	112
Prr5	chr15	73	79	111
Arhgap8	chr15	19	25	58
Gm20556	chr15	12	24	50
Phf21b	chr15	111	120	131
Nup50	chr15	164	182	182
Mir1249	chr15	0	1	1
5031439G07Rik	chr15	146	160	164
Upk3a	chr15	23	25	28
Fam118a	chr15	173	177	181
Smc1b	chr15	4	6	33
Ribc2	chr15	6	6	6
Gm19277	chr15	0	2	22
Fbln1	chr15	24	25	77
Atxn10	chr15	154	161	167
7530416G11Rik	chr15	0	0	4
Wnt7b	chr15	1	3	51
AU022754	chr15	1	3	63
Lncppara	chr15	0	28	34
Mirlet7c-2	chr15	0	1	1
Mirlet7b	chr15	1	2	2
Ppara	chr15	96	107	108
Cdpf1	chr15	162	167	167
Pkdrej	chr15	18	23	23
Ttc38	chr15	141	143	173
Gtse1	chr15	161	168	168
Trmu	chr15	163	167	168
Celsr1	chr15	44	95	158
Gramd4	chr15	108	118	149
Cerk	chr15	93	110	148
Tbc1d22a	chr15	148	153	172
Fam19a5	chr15	9	56	72
Mir6393	chr15	0	0	0
B230214G05Rik	chr15	1	5	22
Zdhhc25	chr15	0	0	0
Brd1	chr15	110	120	133
Zbed4	chr15	144	181	182
Alg12	chr15	182	187	187
Creld2	chr15	174	187	187
Pim3	chr15	166	173	179
Ttll8	chr15	3	6	78
Mlc1	chr15	0	0	16
Mov10l1	chr15	3	5	19
Panx2	chr15	14	28	51
1810021B22Rik	chr15	151	158	160
Trabd	chr15	131	158	161
Selo	chr15	154	158	158
Tubgcp6	chr15	126	130	133
Hdac10	chr15	139	159	162
Mapk12	chr15	69	93	127
Mapk11	chr15	67	87	103
Mir7118	chr15	0	1	1
Plxnb2	chr15	110	121	132
Mir6958	chr15	0	15	15
Dennd6b	chr15	177	181	181
Ppp6r2	chr15	118	141	146
Mir6959	chr15	0	0	0
Sbf1	chr15	170	174	176
Adm2	chr15	7	28	29
Miox	chr15	0	0	1
Lmf2	chr15	151	161	161
Ncaph2	chr15	153	161	171
Sco2	chr15	155	163	163
Tymp	chr15	0	0	163
Odf3b	chr15	26	33	33
Klhdc7b	chr15	2	22	23
Syce3	chr15	3	4	11
Cpt1b	chr15	0	1	1
Chkb	chr15	174	183	183
ChkbCpt1b	chr15	174	183	183
Mapk8ip2	chr15	32	84	91
C230037L18Rik	chr15	172	174	174
Arsa	chr15	1	150	174
Shank3	chr15	25	65	95
Acr	chr15	0	1	5
Rabl2	chr15	157	162	162
Syt10	chr15	9	10	11
Alg10b	chr15	182	184	184
Mir7648	chr15	182	184	184
Cpne8	chr15	55	104	111
Spn-ps	chr15	0	2	6
Kif21a	chr15	95	114	127
Abcd2	chr15	135	147	154
Slc2a13	chr15	125	136	162
Lrrk2	chr15	137	144	166
Muc19	chr15	1	2	41
Smgc	chr15	1	2	9
Cntn1	chr15	65	80	122
Pdzrn4	chr15	29	53	76
Gxylt1	chr15	153	188	190
Yaf2	chr15	150	170	172
Zcrb1	chr15	154	164	167
Pphln1	chr15	163	165	167
Prickle1	chr15	144	148	173
9430014N10Rik	chr15	4	9	50
D630010B17Rik	chr15	0	0	23
Adamts20	chr15	65	67	87
Pus7l	chr15	184	187	187
Irak4	chr15	181	187	187
Twf1	chr15	172	174	174
Tmem117	chr15	65	76	127
LOC100043315	chr15	0	0	23
Nell2	chr15	23	33	69
Dbx2	chr15	3	6	7
Gm6961	chr15	1	1	7
Ano6	chr15	161	165	179
D030018L15Rik	chr15	0	1	10
Gm4371	chr15	0	11	53
2610037D02Rik	chr15	9	39	40
4833422M21Rik	chr15	1	5	40
E330033B04Rik	chr15	0	37	103
Arid2	chr15	93	148	161
Scaf11	chr15	157	180	180
Slc38a1	chr15	113	145	161
Slc38a2	chr15	139	156	157
Slc38a4	chr15	1	3	28
Pced1b	chr15	53	87	162
Amigo2	chr15	63	88	89
Rpap3	chr15	130	134	134
Endou	chr15	9	37	87
Rapgef3	chr15	88	133	159
Slc48a1	chr15	149	154	158
Hdac7	chr15	103	132	167
Vdr	chr15	117	121	140
Tmem106c	chr15	166	173	173
Col2a1	chr15	4	19	99
Pfkm	chr15	121	155	155
Senp1	chr15	130	148	151
Asb8	chr15	142	146	146
Ccdc184	chr15	80	82	83
Olfr288	chr15	0	0	1
Olfr287	chr15	0	0	3
Olfr286	chr15	0	0	1
H1fnt	chr15	0	2	2
Zfp641	chr15	4	8	9
Olfr257	chr15	0	2	2
Olfr285	chr15	0	2	2
Olfr284	chr15	0	0	0
Olfr283	chr15	0	0	0
1700031M16Rik	chr15	0	0	15
Olfr282	chr15	0	0	0
Olfr281	chr15	0	0	0
Lalba	chr15	1	1	5
Olfr279	chr15	0	4	4
Snora34	chr15	0	0	0
Mir1291	chr15	0	0	0
Snora2b	chr15	15	27	27
Kansl2	chr15	187	188	188
9330020H09Rik	chr15	78	180	180
Ccnt1	chr15	157	180	180
4930415O20Rik	chr15	0	3	67
Adcy6	chr15	0	3	37
Cacnb3	chr15	78	106	107
Ddx23	chr15	151	154	154
Rnd1	chr15	142	147	147
Ccdc65	chr15	46	46	67
Fkbp11	chr15	76	88	89
Arf3	chr15	153	165	165
Wnt10b	chr15	13	42	104
Wnt1	chr15	14	32	42
Ddn	chr15	22	36	81
Prkag1	chr15	151	153	153
Kmt2d	chr15	11	143	163
Rhebl1	chr15	175	178	178
Dhh	chr15	7	10	92
Lmbr1l	chr15	182	188	188
Tuba1b	chr15	146	161	161
Tuba1a	chr15	177	183	183
4930578M01Rik	chr15	108	144	145
Tuba1c	chr15	134	161	161
Prph	chr15	3	42	51
Troap	chr15	156	177	177
Mir6960	chr15	0	0	0
C1ql4	chr15	13	117	117
Dnajc22	chr15	12	39	41
Spats2	chr15	35	76	92
Kcnh3	chr15	7	74	78
1700120C14Rik	chr15	148	174	176
Mcrs1	chr15	169	174	175
Fam186b	chr15	0	0	69
Prpf40b	chr15	88	166	166
Fmnl3	chr15	158	164	173
Tmbim6	chr15	180	182	182
Nckap5l	chr15	148	160	167
Bcdin3d	chr15	97	124	128
Faim2	chr15	4	9	57
Aqp2	chr15	0	2	31
Aqp5	chr15	5	17	22
Aqp6	chr15	0	2	2
Racgap1	chr15	155	157	159
Asic1	chr15	22	24	148
Smarcd1	chr15	137	149	153
Gpd1	chr15	21	30	187
Cox14	chr15	183	186	186
Cers5	chr15	161	170	170
Lima1	chr15	146	152	157
1700030F18Rik	chr15	0	0	0
Larp4	chr15	171	177	178
2310068J16Rik	chr15	111	177	177
Dip2b	chr15	142	150	173
Atf1	chr15	130	141	143
Tmprss12	chr15	2	9	9
Mettl7a1	chr15	109	127	128
Mettl7a3	chr15	0	1	10
Methig1	chr15	0	0	23
Mettl7a2	chr15	0	0	0
Higd1c	chr15	0	0	23
Slc11a2	chr15	161	163	168
Gm5475	chr15	144	163	165
Letmd1	chr15	146	154	154
Csrnp2	chr15	154	159	159
Tfcp2	chr15	186	188	188
Pou6f1	chr15	96	117	121
C330013E15Rik	chr15	159	183	183
Dazap2	chr15	171	183	183
Smagp	chr15	56	74	93
Mir6961	chr15	0	0	0
Bin2	chr15	79	83	104
Cela1	chr15	0	69	107
Galnt6	chr15	84	105	127
I730030J21Rik	chr15	66	66	94
Slc4a8	chr15	166	171	172
Scn8a	chr15	29	40	130
Fignl2	chr15	0	6	15
Ankrd33	chr15	0	0	6
Acvrl1	chr15	5	6	150
Acvr1b	chr15	114	146	155
Mir6962	chr15	0	0	0
AU021063	chr15	4	52	65
A330009N23Rik	chr15	125	135	148
Grasp	chr15	129	135	139
Nr4a1	chr15	113	118	118
Atg101	chr15	141	169	169
6030408B16Rik	chr15	7	7	29
Mir1941	chr15	1	22	24
Krt80	chr15	9	26	70
Krt7	chr15	13	13	43
Krt83	chr15	1	1	5
1700011A15Rik	chr15	0	0	65
Krt81	chr15	0	1	3
Krt86	chr15	1	5	40
5430421N21Rik	chr15	9	10	51
Gm6042	chr15	0	2	3
Krt84	chr15	0	0	0
Krt82	chr15	0	1	2
4732456N10Rik	chr15	0	0	14
Krt75	chr15	0	1	4
Gm5476	chr15	0	2	2
Gm5477	chr15	0	0	0
Gm5414	chr15	1	3	3
Gm5478	chr15	0	0	5
Krt6b	chr15	0	0	0
Krt85	chr15	0	0	52
Krt6a	chr15	3	6	6
Krt5	chr15	0	4	9
Krt71	chr15	0	1	2
Krt74	chr15	0	0	1
Krt72	chr15	1	1	3
Krt73	chr15	0	1	1
Krt2	chr15	1	1	3
Krt1	chr15	0	0	39
Krt77	chr15	1	2	35
Krt76	chr15	0	0	1
Krt4	chr15	16	33	39
Krt79	chr15	0	1	8
Krt78	chr15	0	0	2
Krt8	chr15	13	27	50
Krt18	chr15	26	31	31
Eif4b	chr15	177	181	181
Tns2	chr15	0	3	102
Spryd3	chr15	179	180	180
Igfbp6	chr15	2	8	76
Soat2	chr15	77	95	117
Csad	chr15	0	0	54
Zfp740	chr15	159	165	168
Itgb7	chr15	72	95	121
Rarg	chr15	86	108	121
Mfsd5	chr15	159	168	168
Espl1	chr15	150	154	155
Pfdn5	chr15	116	127	142
Myg1	chr15	133	137	137
Aaas	chr15	145	145	145
Sp7	chr15	0	4	23
Sp1	chr15	152	193	193
Amhr2	chr15	0	0	20
Prr13	chr15	147	158	161
Pcbp2	chr15	135	177	177
Map3k12	chr15	15	187	188
Tarbp2	chr15	186	189	189
Npff	chr15	1	56	56
Atf7	chr15	186	188	188
Atp5g2	chr15	164	173	173
Mir688	chr15	55	173	173
Calcoco1	chr15	181	182	183
Gm38436	chr15	23	29	29
Hoxc13	chr15	13	21	23
Hoxc12	chr15	1	2	2
Hotair	chr15	0	2	5
Hoxc11	chr15	4	5	12
Hoxc10	chr15	32	58	58
Mir196a-2	chr15	0	0	0
Hoxc9	chr15	32	53	63
Hoxc8	chr15	0	2	3
Hoxc6	chr15	1	2	3
Hoxc5	chr15	6	19	19
Mir615	chr15	0	13	13
Hoxc4	chr15	2	3	3
D930007P13Rik	chr15	27	50	72
Smug1	chr15	145	153	155
Cbx5	chr15	184	187	187
Hnrnpa1	chr15	172	187	187
Gm10052	chr15	166	187	187
Gm5643	chr15,chrX	162	187	187
Nfe2	chr15	111	120	121
Copz1	chr15	179	191	191
Mir148b	chr15	0	6	7
Gpr84	chr15	25	34	79
Zfp385a	chr15	97	109	164
Mir6963	chr15	0	0	0
Itga5	chr15	61	100	124
Gtsf1	chr15	1	1	24
BC048502	chr15	0	1	2
Nckap1l	chr15	107	107	114
Pde1b	chr15	99	133	146
Ppp1r1a	chr15	10	17	67
Glycam1	chr15	0	0	2
Olfr161	chr16	0	2	2
Mefv	chr16	7	7	56
Zfp263	chr16	184	186	186
Olfr15	chr16	0	31	31
Zfp174	chr16	188	188	188
Zfp597	chr16	181	184	184
Naa60	chr16	181	185	186
1700037C18Rik	chr16	167	189	189
Cluap1	chr16	179	189	189
Nlrc3	chr16	56	59	90
Slx4	chr16	0	0	71
Dnase1	chr16	0	0	0
Trap1	chr16	156	159	159
Crebbp	chr16	105	151	165
4930455F16Rik	chr16	0	0	0
Gm5766	chr16	0	0	0
Adcy9	chr16	152	157	168
Srl	chr16	10	21	127
Tfap4	chr16	86	159	166
Glis2	chr16	88	121	145
Pam16	chr16	146	150	150
Vasn	chr16	105	114	126
Coro7	chr16	166	171	176
Dnaja3	chr16	135	148	148
Nmral1	chr16	127	146	146
Hmox2	chr16	161	163	163
Cdip1	chr16	170	180	181
4930562C15Rik	chr16	0	0	114
Ubald1	chr16	152	173	173
Mgrn1	chr16	141	152	174
Nudt16l1	chr16	157	160	160
Gm16861	chr16	54	160	160
Anks3	chr16	177	188	188
4930451G09Rik	chr16	184	188	188
Sept12	chr16	0	0	1
Smim22	chr16	15	16	16
Rogdi	chr16	183	185	186
Glyr1	chr16	184	187	191
Ubn1	chr16	182	187	187
Ppl	chr16	51	58	83
Sec14l5	chr16	57	115	124
Nagpa	chr16	129	138	138
AU021092	chr16	0	0	16
Alg1	chr16	155	161	161
Eef2kmt	chr16	181	183	183
Rbfox1	chr16	6	14	141
1700123O21Rik	chr16	0	0	0
Tmem114	chr16	0	0	98
Mettl22	chr16	169	170	170
Abat	chr16	114	118	140
Tmem186	chr16	158	162	162
Pmm2	chr16	157	162	168
Carhsp1	chr16	172	176	176
Usp7	chr16	77	142	149
1810013L24Rik	chr16	169	189	189
Grin2a	chr16	1	7	66
Rpl39l	chr16	1	8	9
Atf7ip2	chr16	114	115	117
Emp2	chr16	30	41	72
Gm1600	chr16	11	14	38
Tekt5	chr16	10	24	144
Nubp1	chr16	171	181	181
Tvp23a	chr16	41	48	84
Ciita	chr16	44	53	129
Dexi	chr16	173	176	176
Clec16a	chr16	166	166	185
Socs1	chr16	164	174	174
Tnp2	chr16	1	3	5
Prm3	chr16	0	0	0
Prm2	chr16	0	0	0
Prm1	chr16	2	3	3
Rmi2	chr16	151	165	176
Gm21859	chr16	0	0	0
Litaf	chr16	166	169	179
Gm4262	chr16	1	33	101
Snn	chr16	182	184	184
Txndc11	chr16	174	191	191
Zc3h7a	chr16	162	165	190
Rsl1d1	chr16	174	178	178
2610020C07Rik	chr16	176	178	178
Gspt1	chr16	185	188	188
Mir1945	chr16	185	188	188
Tnfrsf17	chr16	1	1	39
Snx29	chr16	139	148	182
4833415N18Rik	chr16	0	2	11
Gm9961	chr16	9	11	171
Cpped1	chr16	158	171	173
Shisa9	chr16	12	25	103
1700003L19Rik	chr16	1	13	22
Ercc4	chr16	184	188	189
Mkl2	chr16	164	170	174
Mir193b	chr16	0	54	54
Mir365-1	chr16	0	3	3
Mir6365	chr16	0	0	0
2310015D24Rik	chr16	0	2	3
Parn	chr16	159	160	173
Bfar	chr16	162	170	170
3110001I22Rik	chr16	165	170	170
Pla2g10os	chr16	1	1	59
Pla2g10	chr16	0	7	43
Rrn3	chr16	168	169	170
Ntan1	chr16	179	191	191
Pdxdc1	chr16	179	187	187
Mpv17l	chr16	184	189	189
2900011O08Rik	chr16	17	55	127
Ifitm7	chr16	41	55	55
Marf1	chr16	139	178	179
Mir484	chr16	160	178	178
Nde1	chr16	166	166	166
Myh11	chr16	67	76	126
Fopnl	chr16	188	189	189
Abcc1	chr16	164	166	174
A630010A05Rik	chr16	0	0	2
Snai2	chr16	98	119	119
Efcab1	chr16	61	63	63
Ube2v2	chr16	177	179	179
Mcm4	chr16	192	193	193
Prkdc	chr16	179	193	193
Mzt2	chr16	180	181	181
Cebpd	chr16	144	158	158
Spidr	chr16	184	187	191
Pkp2	chr16	140	150	160
Yars2	chr16	174	182	182
Dnm1l	chr16	187	188	188
Fgd4	chr16	120	128	149
Olfr19	chr16	0	0	0
4933404G15Rik	chr16	0	0	1
Rpl31-ps12	chr16	0	0	0
Spag6	chr16	143	147	148
Igll1	chr16	7	8	8
Vpreb1	chr16	0	0	0
Top3b	chr16	174	181	181
Ppm1f	chr16	170	175	177
Mapk1	chr16	185	186	186
Ypel1	chr16	153	168	168
Ppil2	chr16	143	147	148
Mir130b	chr16	2	165	165
Mir301b	chr16	21	166	166
2610318N02Rik	chr16	159	166	166
Sdf2l1	chr16	191	192	192
Ccdc116	chr16	112	163	163
Ydjc	chr16	156	163	163
Ube2l3	chr16	120	133	140
Rimbp3	chr16	1	149	166
Hic2	chr16	170	172	178
Tmem191c	chr16	148	162	164
Serpind1	chr16	0	0	13
Snap29	chr16	181	183	184
Pi4ka	chr16	45	183	184
Crkl	chr16	177	181	181
Aifm3	chr16	52	87	101
Lztr1	chr16	172	173	173
Thap7	chr16	182	186	186
Lrrc74b	chr16	24	59	155
P2rx6	chr16	44	59	59
Slc7a4	chr16	51	60	61
Smpd4	chr16	93	118	122
Ccdc74a	chr16	148	154	155
Med15	chr16	138	143	144
Klhl22	chr16	126	134	145
Scarf2	chr16	21	39	138
B830017H08Rik	chr16	0	13	17
Car15	chr16	0	0	7
Dgcr2	chr16	171	177	177
Tssk1	chr16	0	0	0
Tssk2	chr16	0	0	0
Dgcr14	chr16	153	155	155
Gsc2	chr16	1	14	14
Slc25a1	chr16	122	155	155
Vpreb2	chr16	0	4	4
Dgcr6	chr16	152	155	155
Prodh	chr16	137	141	144
Rtn4r	chr16	60	97	109
Mir6366	chr16	0	1	1
4933432I09Rik	chr16	11	11	87
Zdhhc8	chr16	100	116	127
Ranbp1	chr16	149	177	177
Trmt2a	chr16	172	177	177
Mir1306	chr16	0	0	0
Gm24572	chr16	0	0	0
Dgcr8	chr16	175	187	187
Mir185	chr16	0	0	0
Tango2	chr16	169	171	172
Arvcf	chr16	166	167	182
Comt	chr16	109	140	147
Txnrd2	chr16	123	136	168
Gnb1l	chr16	175	177	179
Tbx1	chr16	52	76	91
Gp1bb	chr16	0	4	22
Sept5	chr16	48	61	135
Cldn5	chr16	10	29	31
Cdc45	chr16	183	184	184
Ufd1l	chr16	148	184	184
2510002D24Rik	chr16	162	171	172
Mrpl40	chr16	174	179	179
Hira	chr16	175	180	181
Olfr164	chr16	0	0	0
Olfr165	chr16	0	0	0
Olfr166	chr16	0	0	0
Olfr167	chr16	0	0	0
Olfr168	chr16	0	0	0
Olfr169	chr16	0	1	1
Olfr170	chr16	0	0	0
Olfr171	chr16	0	0	0
Lamp3	chr16	0	0	14
B3gnt5	chr16	73	103	106
A930003A15Rik	chr16	42	44	47
Klhl6	chr16	85	87	113
Klhl24	chr16	180	188	188
Yeats2	chr16	162	175	176
Map6d1	chr16	45	74	77
Parl	chr16	148	152	152
Cyp2ab1	chr16	21	22	28
Abcc5	chr16	179	185	187
Eif2b5	chr16	160	161	161
Dvl3	chr16	151	162	164
Ap2m1	chr16	182	185	187
Gm15760	chr16	180	181	181
Abcf3	chr16	178	181	181
Vwa5b2	chr16	12	54	63
Mir1224	chr16	0	4	4
Alg3	chr16	112	172	172
Ece2	chr16	172	175	178
Camk2n2	chr16	96	141	142
Psmd2	chr16	159	162	162
Eif4g1	chr16	157	160	173
Snord66	chr16	0	1	1
Fam131a	chr16	13	75	134
Clcn2	chr16	69	182	182
Polr2h	chr16	171	180	180
Thpo	chr16	6	56	89
Chrd	chr16	45	66	67
Teddm3	chr16	0	0	0
Ephb3	chr16	143	176	176
Mir7680	chr16	5	6	6
Gm16863	chr16	1	2	116
Magef1	chr16	152	158	158
Vps8	chr16	175	177	181
2510009E07Rik	chr16	138	151	151
Ehhadh	chr16	115	124	130
1300002E11Rik	chr16	169	171	173
Map3k13	chr16	0	0	49
Tmem41a	chr16	162	170	170
Liph	chr16	49	57	66
Senp2	chr16	179	189	189
Igf2bp2	chr16	39	53	146
Tra2b	chr16	175	182	182
Etv5	chr16	159	188	189
9230117E06Rik	chr16	1	2	78
Mir8095	chr16	0	1	1
Dgkg	chr16	71	82	160
Crygs	chr16	0	0	41
Tbccd1	chr16	191	192	192
Dnajb11	chr16	182	192	192
Ahsg	chr16	2	13	53
Gm30505	chr16	1	1	42
Fetub	chr16	29	35	43
Hrg	chr16	0	0	10
Kng2	chr16	2	6	19
Kng1	chr16	0	0	2
Eif4a2	chr16	155	167	170
Snord2	chr16	0	153	153
Snora81	chr16	0	0	0
Rfc4	chr16	146	160	161
Adipoq	chr16	0	0	28
St6gal1	chr16	99	115	151
Rtp1	chr16	7	8	8
Masp1	chr16	8	17	98
Rtp4	chr16	89	93	93
Sst	chr16	1	2	2
Rtp2	chr16	0	0	78
Bcl6	chr16	113	145	156
Lpp	chr16	126	143	165
Lppos	chr16	107	143	143
Morf4l1-ps1	chr16	0	0	6
A230028O05Rik	chr16	82	170	171
Tprg	chr16	0	0	123
Trp63	chr16	0	21	55
P3h2	chr16	97	108	146
Cldn1	chr16	75	78	105
Cldn16	chr16	0	0	16
Tmem207	chr16	0	0	10
Il1rap	chr16	185	186	186
Gm20319	chr16	0	1	39
Gmnc	chr16	30	36	49
Ostn	chr16	0	5	123
Uts2b	chr16	0	0	36
Ccdc50	chr16	176	180	180
Gm10823	chr16	0	0	23
Fgf12	chr16	73	87	141
Mir690	chr16	0	0	0
Mb21d2	chr16	56	75	112
Hrasls	chr16	5	26	29
Atp13a5	chr16	14	17	45
Atp13a4	chr16	6	8	82
Opa1	chr16	168	172	172
Gm1968	chr16	0	4	21
4632428C04Rik	chr16	62	133	134
9030404E10Rik	chr16	65	69	110
Hes1	chr16	37	108	114
Cpn2	chr16	0	1	67
Lrrc15	chr16	22	82	98
Gp5	chr16	7	51	105
Atp13a3	chr16	97	164	166
Tmem44	chr16	123	128	156
Lsg1	chr16	143	153	154
Fam43a	chr16	131	135	137
Xxylt1	chr16	178	182	183
Acap2	chr16	185	188	188
Ppp1r2	chr16	149	156	156
Mir1195	chr16	11	157	192
Apod	chr16	0	0	28
Bdh1	chr16	46	173	189
Dlg1	chr16	169	175	178
Mfi2	chr16	49	58	80
Pigz	chr16	38	133	138
0610012G03Rik	chr16	141	145	145
Ncbp2	chr16	142	145	145
Gm15694	chr16	0	0	0
